,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
131,Erick Strickland,DAL,23,28,8,20,27.8,10.6,3.6,9.1,39.8,1,3.3,30.4,2.3,2.9,81.3,0.8,2.5,3.2,2.4,2.4,1,0.2,2.5,19.2,0,0,-2.5
132,Gerald Wilkins,ORL,33,80,44,36,28.5,10.6,4,9.5,42.6,0.8,2.5,32.5,1.7,2.4,71.6,0.7,1.4,2.2,2.2,1.5,0.7,0.2,1.7,17.4,0,0,-2.7
133,Calbert Cheaney,WAS,25,79,42,37,31.4,10.6,4.7,9.2,50.5,0.1,0.4,13.3,1.2,1.7,69.3,0.9,2.5,3.4,1.4,1.2,1,0.2,2.5,19.2,1,0,0.7
134,Avery Johnson,SAS,32,76,19,57,33.5,10.5,4.3,9,47.7,0.1,0.3,23.1,1.8,2.7,69,0.4,1.5,1.9,6.8,1.9,1.3,0.2,1.9,25.4,11,0,-5
135,Brian Grant,SAC,25,24,9,15,26.2,10.5,3.8,8.6,44,0,0,0,2.9,3.8,77.8,2,3.9,5.9,1.2,1.8,0.8,1,3,23,4,0,-4
136,Antonio Davis,IND,28,82,39,43,29.6,10.5,3.8,7.8,48.1,0,0.2,7.1,2.9,4.4,66.6,2.3,5,7.3,0.8,1.7,0.5,1,2.8,23.3,20,0,1.2
137,Dale Davis,IND,28,80,39,41,33.4,10.4,4.6,8.6,53.8,0,0,0,1.2,2.7,42.8,3.8,5.9,9.7,0.7,1.4,0.8,1,2.7,26.9,27,0,0.2
138,George McCloud,LAL,30,64,28,36,24.1,10.2,3.7,9,41.1,1.5,4,38.7,1.3,1.6,82.2,0.6,2.2,2.8,1.7,0.9,1,0.1,1.8,18.4,0,0,-1.2
139,Derek Harper,DAL,35,75,23,52,30.6,10,4,9,44.4,0.8,2.3,34.1,1.3,1.7,74.2,0.4,1.4,1.8,4.3,1.8,1.2,0.2,1.9,21.1,3,0,-3.9
140,Tracy Murray,WAS,25,82,44,38,23,10,3.5,8.3,42.5,1.3,3.7,35.3,1.6,2,83.9,1,2.1,3.1,1,1,0.9,0.2,1.7,17.3,1,0,1.2
141,Travis Best,IND,24,76,35,41,28.2,9.9,3.6,8.2,44.2,0.8,2,36.8,2,2.6,75.6,0.5,1.7,2.2,4.2,2,1.3,0.1,2.8,20.9,1,0,1.3
142,Mark Jackson,IND,32,82,31,51,38.3,9.9,3.5,8.3,42.6,0.8,2.2,37.1,2,2.6,78.9,1.1,3.7,4.8,11.4,3.3,1.2,0.1,1.9,33.4,34,4,-0.8
143,Carlos Rogers,TOR,26,56,17,39,25.7,9.8,3.8,7.2,52.5,0.4,1.2,37.9,1.8,3,60,2.1,3.3,5.4,0.7,0.9,0.8,1.2,2.4,22.3,4,0,-2.7
144,Sherman Douglas,MIL,30,79,33,46,30.2,9.7,3.9,7.7,50.2,0.5,1.4,33.3,1.4,2.2,66.7,0.7,1.7,2.4,5.4,1.9,1,0.1,2.3,22.1,2,0,-1.5
145,Ike Austin,MIA,27,82,61,21,23.9,9.7,3.9,7.8,50.2,0,0,0,1.8,2.8,66.4,1.7,4.2,5.8,1.2,2,0.5,0.5,2.7,19.8,11,0,1.4
146,Greg Minor,BOS,25,23,6,17,24.8,9.6,4.1,8.5,48,0,0.3,12.5,1.3,1.6,86.1,1.3,2.2,3.5,1.5,1,0.7,0.1,1.8,17.2,0,0,-0.7
147,Tyrone Corbin,ATL,34,70,49,21,33.9,9.5,3.6,8.6,42.2,1.1,3,35.6,1.2,1.5,79.6,1.1,3.1,4.2,1.8,1.2,1.3,0.1,2.3,20.2,1,0,6
148,P.J. Brown,MIA,27,80,59,21,33.3,9.5,3.8,8.2,45.7,0,0,0,2,2.8,73.2,3,5.4,8.4,1.2,1.4,1.1,1.2,3.1,26.7,23,0,4.3
149,Stanley Roberts,LAC,27,18,7,11,21.8,9.5,3.5,8.2,42.6,0,0,0,2.5,3.6,70.3,1.3,3.7,5.1,0.5,1.3,0.4,1.3,2.8,20.2,1,0,2.2
150,Greg Anthony,VAN,29,65,9,56,29.5,9.5,3.1,7.8,39.3,1.4,3.7,37,2,2.7,73,0.4,2.4,2.8,6.3,2,2,0.1,1.8,26.5,5,0,-4.8
151,Matt Maloney,HOU,25,82,57,25,29.9,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1.5,1,0,1.4,18.8,2,0,4
152,Sam Mitchell,MIN,33,82,40,42,26,9.3,3.3,7.4,44.6,0,0.3,16,2.7,3.6,75.9,1.4,2.6,4,1,1.1,0.6,0.2,2.7,17,2,0,-2.4
153,Chris Childs,NYK,29,65,42,23,33,9.3,3.2,7.8,41.4,1.1,2.8,38.7,1.7,2.3,75.8,0.3,2.6,2.9,6.1,2.8,1.2,0.2,2.8,23.4,4,1,2.5
154,Mark Bryant,PHX,32,41,19,22,25.8,9.3,3.7,6.7,55.3,0,0,0,1.9,2.6,70.4,1.6,3.5,5.2,1.1,1.1,0.5,0.1,3.1,18,1,0,1.3
155,Bob Sura,CLE,24,82,42,40,28.8,9.2,3.1,7.2,43.1,0.6,2,32.3,2.4,3.9,61.4,0.9,2.8,3.8,4.8,2.2,1.1,0.4,2.5,23.2,5,0,0.1
156,Luc Longley,CHI,28,59,49,10,25.5,9.1,3.7,8.2,45.6,0,0,0,1.6,2,79.2,2.1,3.6,5.6,2.4,1.9,0.4,1.1,2.7,22.1,2,0,5
157,Monty Williams,SAS,25,65,17,48,21.6,9,3.6,7.1,50.9,0,0,0,1.8,2.9,64.5,1.5,1.7,3.2,1.4,1.8,0.8,0.8,2.2,18.1,1,0,-2.4
158,Matt Geiger,CHH,27,49,34,15,22,8.9,3.5,7.1,48.9,0.1,0.4,30,1.8,2.6,70.1,2,3.2,5.3,0.8,1.4,0.4,0.6,2.9,17.9,4,0,0.2
159,Johnny Newman,MIL,33,82,33,49,26.1,8.7,3,6.7,45,0.4,1.2,34.7,2.3,3,76.5,0.8,1.5,2.3,1.4,1.4,0.9,0.2,3,15.5,0,0,-0.1
160,Will Perdue,SAS,31,65,16,49,30.3,8.7,3.6,6.3,56.8,0,0,0,1.5,2.6,57.9,3.9,6,9.8,0.6,1.3,0.5,1.6,2.6,26.2,14,0,-2.9
161,Armen Gilliam,MIL,33,80,33,47,26.5,8.6,3.1,6.5,47.1,0,0,0,2.5,3.2,76.8,1.7,4.5,6.2,0.7,1.3,0.8,0.5,2.4,19.6,12,0,-1.7
162,Derek Strong,ORL,29,82,45,37,25.3,8.5,3.2,7.1,44.7,0,0.2,0,2.1,2.7,80.3,2.1,4.2,6.3,0.9,1.2,0.6,0.2,2.3,18.7,7,0,-0.2
163,Mark Davis,PHI,24,75,20,55,23.6,8.5,3.3,7.1,46.9,0.3,1.2,25.8,1.5,2.2,67.3,1.8,2.5,4.3,1.8,1.6,1.1,0.4,2.9,19.5,4,0,-3.8
164,George Lynch,VAN,26,41,8,33,26.4,8.3,3.3,7.1,47.1,0.2,0.8,25.8,1.5,2.4,61.9,2.4,4,6.4,1.9,1.6,1.5,0.4,2.2,23.1,5,0,-4.4
165,James Robinson,MIN,26,69,33,36,19.7,8.3,2.8,7,40.7,1.5,3.9,38.2,1.1,1.7,68.4,0.3,1.3,1.6,1.8,1,0.4,0.1,1.7,13.6,0,0,-1
166,Terry Cummings,SEA,36,45,31,14,19,8.2,3.4,7.1,48.6,0.1,0.1,60,1.3,1.8,69.5,1.6,2.5,4.1,0.9,1,0.7,0.2,2.4,16.1,0,0,0.8
167,Khalid Reeves,DAL,24,63,19,44,23.4,8.2,2.9,7.5,39.1,1.3,3.6,36.6,1,1.4,74.7,0.5,1.3,1.9,3.6,1.7,0.5,0.1,2.3,16.2,3,0,-4
168,Eddie Johnson,HOU,38,52,32,20,18.2,8.2,3.1,7,44.2,0.9,2.5,37.4,1.1,1.3,80.9,0.5,2.1,2.7,1,0.9,0.3,0,1.5,12.9,1,0,1.5
169,Steve Kerr,CHI,31,82,69,13,23.4,8.1,3,5.7,53.3,1.3,2.9,46.4,0.7,0.8,80.6,0.4,1.2,1.6,2.1,0.5,0.8,0,1.2,15.2,0,0,4.8
170,Muggsy Bogues,CHH,32,65,46,19,29.6,8,3.1,6.8,46,0.9,2.2,41.7,0.8,1,84.4,0.4,1.8,2.2,7.2,1.7,1.3,0,1.7,23.7,9,0,3
171,Derrick McKey,IND,30,50,24,26,29.9,8,3,7.6,39.1,0.3,1.2,25.9,1.8,2.5,72.4,1.6,3.2,4.8,2.7,1.7,0.9,0.6,2.6,20.8,2,0,-0.2
172,Dean Garrett,MIN,30,68,30,38,25.2,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.5,0.6,1.4,2.1,23,14,0,0.5
173,Carl Herrera,SAS,30,75,17,58,25.1,8,3.4,7.9,43.3,0,0.1,33.3,1.1,1.6,68.6,1.6,3,4.5,0.7,1.3,0.8,0.7,2.5,17.7,4,0,-4.3
174,Hot Rod Williams,PHX,34,68,40,28,32.1,8,3,6.1,49,0,0,0,2,2.9,67.2,2.6,5.6,8.3,1.5,1,1,1.3,2.5,25.9,13,0,1.7
175,B.J. Armstrong,GSW,29,49,19,30,21.5,7.9,3,6.7,45.3,0.5,1.8,27.8,1.4,1.6,86.1,0.1,1.3,1.5,2.6,1.1,0.5,0,1.1,14.2,0,0,-3
176,Blue Edwards,VAN,31,61,9,52,24.2,7.8,3,7.5,39.7,0.4,1.5,28.1,1.5,1.8,81.7,0.8,2.3,3.1,1.9,1.3,0.6,0.3,2.1,15.9,0,0,-5.1
177,Robert Horry,LAL,26,54,25,29,26.7,7.8,2.9,6.7,43.6,0.9,2.9,31.8,1.1,1.7,66.7,1.3,3.1,4.4,2,1.3,1.2,1,2.7,21.5,2,0,1.7
178,Doug West,MIN,30,68,31,37,29.3,7.8,3.3,7.1,46.7,0.2,0.7,33.3,0.9,1.4,68.1,0.5,1.6,2.2,1.7,1,0.9,0.4,2.9,15.7,0,0,-2.2
179,Reggie Slater,TOR,26,26,8,18,16.1,7.8,3.2,5.7,55,0,0.1,0,1.5,2.9,52,1.5,2.1,3.7,0.8,1.1,0.3,0.2,1.3,14,2,0,0.1
180,Popeye Jones,TOR,27,79,30,49,31.6,7.8,3.3,6.8,48,0,0.2,7.7,1.3,1.5,81.8,3.4,5.2,8.6,1.1,1.5,0.7,0.5,3.2,22,21,0,-1.4
181,Marty Conlon,BOS,29,74,13,61,22.5,7.8,2.9,6.1,47.1,0,0.1,20,1.9,2.3,84.2,1.7,2.6,4.4,1.4,1.5,0.6,0.2,2,16.2,5,0,-3.2
182,Bo Outlaw,LAC,26,82,36,46,27.7,7.6,3.1,5.1,60.9,0,0.1,0,1.4,2.8,50.4,2.1,3.4,5.5,1.9,1.3,1.1,1.7,2.6,24.5,5,0,2
183,Dee Brown,BOS,28,21,4,17,25.5,7.6,2.9,7.9,36.7,1,3.1,30.8,0.9,1,81.8,0.4,1.9,2.3,3.2,1.1,1.5,0.3,2.1,19.4,0,0,-3.1
184,Kobe Bryant,LAL,18,71,48,23,16.1,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,1.6,0.7,0.3,1.4,13.2,0,0,0.8
185,Brent Barry,LAC,25,59,24,35,19.2,7.5,2.6,6.4,40.9,0.9,2.9,32.4,1.3,1.6,81.7,0.5,1.4,1.9,2.6,1.3,0.9,0.3,1.5,15.7,1,0,1.7
186,Lamond Murray,LAC,24,74,31,43,18.3,7.4,2.4,5.9,41.6,0.4,1.2,34.1,2.1,2.9,73.9,1.1,2,3.1,0.8,1.2,0.7,0.4,1.5,14.5,2,0,0
187,Antoine Carr,UTA,35,82,64,18,18.6,7.4,3.1,6.4,48.3,0,0,0,1.2,1.5,78,0.7,1.6,2.4,0.9,0.9,0.3,0.8,2.5,13.8,0,0,1.1
188,Jason Caffey,CHI,24,75,62,13,19.4,7.3,2.7,5.1,53.2,0,0,0,1.9,2.8,65.9,1.8,2.2,4,1.2,1.3,0.3,0.1,1.7,14,3,0,2.7
189,Jalen Rose,IND,24,66,31,35,18.7,7.3,2.6,5.7,45.6,0.3,1.1,29.2,1.8,2.4,75,0.4,1.4,1.8,2.3,1.6,0.9,0.3,1.9,14.8,0,0,0.3
190,Lorenzen Wright,LAC,21,77,35,42,25.9,7.3,3.1,6.4,48.1,0,0.1,25,1.1,2,57.9,2.7,3.4,6.1,0.6,1,0.6,0.8,2.5,18.8,12,0,-2.2
191,Donyell Marshall,GSW,24,61,19,42,17.4,7.3,2.9,6.9,41.3,0.6,1.8,31.5,1,1.6,62.2,1.5,3,4.5,0.9,0.9,0.4,0.8,1.5,16.6,3,0,-3
192,Greg Ostertag,UTA,24,77,60,17,24.3,7.3,2.7,5.3,51.5,0,0.1,0,1.8,2.7,67.8,2.3,5,7.3,0.4,1,0.3,2,2.6,22.5,13,0,7.3
193,Cory Alexander,SAS,24,80,20,60,18.8,7.2,2.4,6.1,39.6,1.2,3.2,37.3,1.2,1.6,73.6,0.4,1.2,1.5,3.2,1.8,1,0.2,1.8,15.7,4,0,-3.7
194,A.C. Green,DAL,33,83,23,60,30.8,7.2,2.8,5.8,48.3,0,0.2,5,1.5,2.4,65,2.7,5.2,7.9,0.8,0.9,0.8,0.2,1.7,20.1,16,0,-4.2
195,Tony Massenburg,NJN,29,79,26,53,25.5,7.2,2.8,5.7,48.5,0,0,0,1.6,2.6,63.1,2.8,3.7,6.5,0.3,1.2,0.5,0.6,2.6,17.7,11,0,-3.3
196,Brian Shaw,ORL,31,77,41,36,25,7.2,2.5,6.7,36.6,0.8,2.5,32.5,1.4,1.8,79.3,0.6,1.9,2.5,4.1,2.2,0.9,0.3,2.5,17.8,2,0,-4.5
197,Ervin Johnson,DEN,29,82,21,61,32.5,7.1,3,5.7,52,0,0,0,1.2,1.9,61.5,2.8,8.3,11.1,0.9,1.4,0.8,2.8,3,31,17,0,-3.8
198,Bison Dele,CHI,28,9,6,3,16.1,7,2.9,7,41.3,0,0,0,1.2,1.7,73.3,1.6,2.1,3.7,1.3,1.2,0.3,0.6,2.2,14.8,0,0,-0.3
199,Tyus Edney,SAC,24,70,31,39,20.4,6.9,2.1,5.6,38.4,0.1,0.6,19,2.5,3.1,82.3,0.5,1.1,1.6,3.2,1.6,0.9,0,1.4,14.8,1,0,-1
200,Terry Porter,MIN,34,82,40,42,19.9,6.9,2.3,5.5,41.6,0.8,2.4,33.5,1.5,2,76.5,0.4,1.8,2.1,3.6,1.6,0.7,0.1,1.2,15.7,4,0,0.6
201,Elliot Perry,MIL,28,82,33,49,20.2,6.9,2.6,5.6,47.4,0.6,1.7,35.8,1,1.3,74.5,0.3,1.2,1.5,3,1.4,1.2,0,1.4,15.6,0,0,-0.4
202,Sarunas Marciulionis,DEN,33,17,5,12,15.9,6.8,2.2,5.9,37.6,0.6,1.8,36.7,1.7,2.1,80.6,0.7,1.1,1.8,1.5,2.4,0.7,0.1,2.1,11.1,0,0,-2.2
203,Rex Walters,PHI,27,59,18,41,18.2,6.8,2.5,5.5,45.5,1,2.5,38.5,0.8,1.1,79,0.4,1.5,1.8,1.9,1,0.5,0.1,1.2,12.4,1,0,-3.1
204,Jerome Kersey,LAL,35,70,48,22,26.1,6.8,2.8,6.4,43.2,0.2,0.9,26.2,1,1.7,60.2,1.6,3.6,5.2,1.3,1.1,1.7,0.7,3,21.1,4,0,2.2
205,Henry James,ATL,31,53,39,14,18.3,6.7,2.4,5.8,41,1.4,3.4,42.2,0.6,0.7,83.3,0.5,1,1.5,0.4,0.5,0.2,0,1.8,9.3,0,0,0.5
206,Lawrence Moten,VAN,25,67,11,56,18.8,6.7,2.6,6.6,38.8,0.6,2.1,29.1,1,1.5,64.6,0.6,1.1,1.8,1.9,1.2,0.7,0.4,1.2,13.7,0,0,-3.4
207,Byron Scott,LAL,36,79,54,25,18.9,6.7,2.1,4.8,43,0.9,2.4,38.8,1.6,1.9,84.1,0.3,1.2,1.5,1.3,0.7,0.6,0.2,0.8,12,0,0,2.5
208,Brooks Thompson,DEN,26,67,18,49,16.3,6.6,2.4,6.1,39.9,1.4,3.6,39.8,0.4,0.6,63.2,0.3,1.2,1.4,2.7,1.3,0.8,0,1.8,13.6,1,0,-1.7
209,Alan Henderson,ATL,24,30,20,10,17.2,6.6,2.6,5.4,47.5,0,0,0,1.5,2.5,60,1.6,2.3,3.9,0.8,1,0.7,0.2,2.3,14.2,2,0,-2.7
210,Roy Rogers,VAN,23,82,14,68,23.3,6.6,3,5.9,50.5,0,0,100,0.7,1.1,57.4,1.7,3,4.7,0.6,1,0.3,2,2.4,18.8,2,0,-6
211,Michael Smith,SAC,25,81,34,47,32,6.5,2.5,4.6,53.7,0,0,0,1.6,3.2,50,3.2,6.3,9.5,2.4,1.6,1,0.7,2.9,25.1,12,0,-1.1
212,Wayman Tisdale,PHX,33,53,25,28,15.1,6.5,3,7,42.6,0,0,0,0.6,0.9,62.5,0.7,1.6,2.3,0.4,0.7,0.2,0.4,1.9,10.8,0,0,-1.4
213,Sharone Wright,TOR,24,60,23,37,17.3,6.5,2.7,6.7,40,0,0,0,1.1,2.2,51.1,1.3,1.8,3.1,0.5,1.6,0.3,0.8,2.3,12.6,2,0,-3.2
214,Zan Tabak,TOR,27,13,6,7,17.4,6.5,2.5,5.5,45.1,0,0,0,1.5,2.2,69,1.5,2.2,3.8,1.1,1.6,0.5,0.8,2.4,14.9,0,0,-3.4
215,Anthony Goldwire,DEN,25,60,22,38,20.6,6.5,2.2,5.5,39.7,1.1,2.6,41.8,1,1.3,78.2,0.2,1.2,1.4,3.7,1.3,0.6,0,1.6,14.1,3,0,-1.2
216,Terry Dehere,LAC,25,73,30,43,15,6.4,2,5.2,38.6,0.7,2.2,32.5,1.7,2,82.4,0.2,1.1,1.3,2.2,1.3,0.4,0,1.9,11.2,0,0,0.3
217,Duane Ferrell,IND,32,62,33,29,18.6,6.4,2.6,5.4,47.2,0.3,0.7,40.9,0.9,1.5,61.7,0.9,1.4,2.3,1.1,0.9,0.6,0.1,1.7,11.9,0,0,0.5
218,Ron Harper,CHI,33,76,64,12,23.4,6.3,2.3,5.3,43.6,0.9,2.5,36.2,0.8,1.1,70.7,0.6,1.9,2.5,2.5,0.7,1.1,0.5,1.7,17.4,0,0,5.6
219,Buck Williams,NYK,37,74,53,21,21.2,6.3,2.4,4.4,53.7,0,0,0,1.6,2.4,64.2,2.2,3.1,5.4,0.7,1.1,0.5,0.5,2.6,15.9,4,0,1.9
220,Kurt Thomas,MIA,24,18,10,8,21.9,6.3,2.2,5.8,37.1,0,0.1,0,1.9,2.6,76.1,1.7,4.2,5.9,0.5,1.4,0.7,0.5,3,16.3,1,0,-0.8
221,Kenny Smith,DEN,32,48,16,32,16.4,6.3,2.1,5,42.3,1.2,2.8,43.7,0.8,0.9,86.7,0.1,0.8,0.9,2.4,1.5,0.4,0,0.6,10.7,0,0,-4.4
222,Tom Hammonds,DEN,30,81,21,60,22.5,6.2,2.4,4.9,48,0,0,0,1.5,2.1,72.1,1.7,3.3,5,0.8,1.1,0.2,0.3,2.4,13.8,2,0,-3
223,Willie Burton,ATL,29,24,15,9,16.7,6.2,1.6,4.8,33.6,0.5,1.9,28.3,2.4,2.8,83.8,0.5,1.3,1.7,0.5,1.1,0.3,0.1,2.2,9.2,0,0,-2.3
224,Aaron Williams,VAN,25,33,4,29,17.8,6.2,2.6,4.5,57.4,0,0,0,1,1.5,67.3,1.9,2.5,4.3,0.5,1,0.5,0.9,2,15.2,0,0,-3.2
225,Darrell Armstrong,ORL,29,67,34,33,15.6,6.1,2,5.1,38.3,0.8,2.7,30.4,1.4,1.6,86.8,0.5,0.6,1.1,2.6,1.5,0.9,0.1,1.6,13.1,1,0,0.5
226,Chris Carr,MIN,23,55,28,27,15.6,6.1,2.3,4.9,46.3,0.6,1.6,35.6,1,1.3,76.7,0.6,1.5,2.1,0.9,0.7,0.4,0.2,1.6,11.1,0,0,0.9
227,Bimbo Coles,GSW,29,51,19,32,23.9,6.1,2.4,6.2,38.9,0.6,2,29.4,0.7,1,75.5,0.8,1.5,2.3,2.9,1.2,0.7,0.1,1.8,14.6,0,0,-2.9
228,Eric Piatkowski,LAC,26,65,28,37,12,6,2.1,4.6,45,0.8,1.8,42.5,1.1,1.3,82.1,0.8,0.9,1.6,0.8,0.7,0.5,0.2,1.3,10.4,0,0,1.1
229,Shandon Anderson,UTA,23,65,56,9,17.1,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,1.1,0.4,0.1,1.7,10.9,0,0,0.6
230,Kevin Edwards,NJN,31,32,10,22,15.5,5.9,2.2,5.7,37.7,0.5,1.3,34.9,1.2,1.3,86,0.3,1.1,1.3,1.8,1.5,0.5,0.1,1,10.7,0,0,-2.6
231,Reggie Williams,NJN,33,13,3,10,16,5.8,2.2,5.8,38.2,0.7,2.6,26.5,0.7,0.9,75,0.4,2,2.4,0.8,0.9,0.6,0.3,2.3,11.7,0,0,-4.4
232,Scott Williams,PHI,29,62,18,44,21.8,5.8,2.6,5.1,50.9,0,0,0,0.6,0.9,69.1,2.5,3.9,6.4,0.7,0.8,0.7,0.7,3,17.8,4,0,-2
233,Vitaly Potapenko,CLE,22,80,40,40,16.1,5.8,2.3,5.3,44,0,0,50,1.2,1.6,73.6,1.3,1.4,2.7,0.5,1.4,0.3,0.4,2.4,10.7,0,0,-0.5
234,Melvin Booker,GSW,24,21,8,13,20.9,5.8,2.2,5,43.8,0.6,1.8,32.4,0.9,1,90,0.3,1,1.4,2.5,1.3,0.1,0.1,1.2,10.7,0,0,-1.1
235,Theo Ratliff,DET,24,76,48,28,17.4,5.8,2.4,4.4,53.1,0,0,0,1.1,1.5,69.8,1.4,1.9,3.4,0.2,0.7,0.4,1.5,2,14.9,2,0,1.7
236,Eldridge Recasner,ATL,29,71,48,23,17.5,5.7,2.1,4.9,42.3,0.8,2,41.4,0.7,0.8,87.9,0.5,1.1,1.6,1.3,0.9,0.5,0.1,1.3,10.5,0,0,-0.5
237,Dennis Rodman,CHI,36,55,48,7,36.4,5.7,2.3,5.2,44.8,0.1,0.3,26.3,0.9,1.6,56.8,5.8,10.2,16.1,3.1,2,0.6,0.3,3,30.3,11,0,10.4
238,Sam Mack,HOU,27,52,34,18,17.7,5.6,2,5,40.1,0.9,2.7,33.1,0.7,0.8,83.3,0.4,1.7,2,1.1,0.8,0.6,0.1,1.1,10.9,0,0,-0.6
239,Pooh Richardson,LAC,31,59,27,32,18.8,5.6,2.2,5.8,38.1,0.7,2.2,32.8,0.4,0.7,60.5,0.4,1.2,1.7,2.9,1.1,0.9,0.1,1.3,13.8,0,0,-1.4
240,Xavier McDaniel,NJN,34,62,19,43,19.6,5.6,2.2,5.7,38.9,0.1,0.4,20,1,1.4,73,2,3.1,5.1,1,1.1,0.6,0.3,2.1,14.7,4,0,0.1
241,Vincent Askew,DEN,31,43,19,24,20.6,5.6,1.9,4.3,43.5,0.2,0.6,29.2,1.6,2,79.5,0.6,1.7,2.3,2.1,1.1,0.4,0.1,2.7,12,0,0,-0.9
242,Haywoode Workman,IND,31,4,1,3,21.1,5.5,2.8,5,55,0,0.8,0,0,0.3,0,1,0.8,1.8,2.8,1.3,0.8,0,2.3,12.7,0,0,-4.3
243,Tony Delk,CHH,23,61,39,22,14.8,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,1.1,0.6,0.1,1.1,10.8,1,0,0.2
244,Lucious Harris,PHI,26,54,13,41,15.7,5.4,2.1,5.4,38.1,0.7,1.8,36.4,0.6,0.9,70.2,0.5,0.8,1.3,0.9,0.6,0.8,0.1,0.8,10.2,0,0,-1.4
245,Andrew DeClercq,GSW,24,71,26,45,15.6,5.3,2,3.8,52,0,0,0,1.3,2.1,60.3,1.7,2.5,4.2,0.5,1.1,0.5,0.4,2.9,12.5,3,0,-1.5
246,Andrew Lang,MIL,31,52,24,28,23.6,5.3,2.2,4.8,46.4,0,0,0,0.8,1.2,72.1,1.8,3.5,5.3,0.5,0.8,0.5,0.9,2.3,15.9,2,0,-0.7
247,Chris Whitney,WAS,25,82,44,38,14.1,5.2,1.7,4,42.1,0.7,2,35.6,1.1,1.4,83.2,0.2,1.1,1.3,2.2,0.8,0.6,0,1.2,11.2,0,0,0.5
248,Aaron McKie,DET,24,83,48,35,20.4,5.2,1.8,4.4,41.1,0.5,1.2,39.8,1.1,1.3,83.6,0.5,2.2,2.7,1.9,1.1,0.9,0.3,1.5,13.8,1,0,1.6
249,Scott Burrell,GSW,26,57,25,32,17.1,5.2,1.7,4.8,36.4,0.7,2,35.3,1,1.3,75,0.9,1.9,2.8,1.3,0.9,0.5,0.3,2,12,0,0,0.5
250,Charlie Ward,NYK,26,79,56,23,23.3,5.2,1.7,4.3,39.5,0.6,1.9,31.2,1.2,1.6,76,0.6,2.2,2.8,4.1,1.9,1.1,0.2,2.2,16.6,2,0,1.1
251,Erick Dampier,IND,21,72,37,35,15.2,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,1.2,0.3,1,1.8,13.6,2,0,-1
252,Lee Mayberry,VAN,27,80,14,66,25.2,5.1,1.9,4.6,40.3,1,2.8,37.6,0.4,0.6,63,0.4,1.3,1.7,4.1,1.1,0.8,0.1,1.8,14.7,2,0,-5.2
253,Felton Spencer,GSW,29,73,24,49,21.8,5.1,1.9,3.9,48.9,0,0,0,1.3,2.2,58.4,2.2,3.5,5.7,0.3,1.2,0.5,0.7,3.2,14.6,1,0,-0.7
254,Brent Price,HOU,28,25,14,11,16.3,5,1.8,4.2,41.9,0.7,2.1,32.1,0.8,0.8,100,0.4,0.8,1.2,2.6,1.3,0.7,0,1.3,11.1,0,0,1.3
255,Hubert Davis,TOR,27,36,10,26,17.9,5,2.1,5.1,40.2,0.4,1.9,22.9,0.5,0.6,73.9,0.3,0.8,1.1,0.9,0.6,0.3,0.1,1.1,8.3,0,0,-1.1
256,Grant Long,DET,31,65,41,24,18.5,5,1.9,4.2,44.7,0.3,0.7,36.2,1,1.3,75,1.4,2.1,3.4,0.6,0.7,0.7,0.1,1.5,11.5,2,0,1
257,Tony Smith,CHH,29,69,43,26,19.2,5,2,4.9,40.9,0.5,1.4,32.3,0.6,0.9,64.4,0.6,0.8,1.4,2.2,1.1,0.7,0.3,1.5,11.8,0,0,0.1
258,Emanual Davis,HOU,28,13,12,1,18.1,5,1.8,4.2,44.4,0.9,2.1,44.4,0.4,0.6,62.5,0.2,1.5,1.7,2,1.3,0.7,0.2,1.5,11.3,0,0,2.5
258,Jeff McInnis,DEN,22,13,2,11,9.7,5,1.8,3.8,46.9,0.9,2,46.2,0.5,0.8,70,0.2,0.3,0.5,1.4,1,0.2,0.1,1.2,7.3,0,0,-3.4
260,Jaren Jackson,WAS,29,75,41,34,15.7,5,1.8,4.4,40.7,0.7,2.1,33.5,0.7,0.9,76.8,0.4,1.3,1.8,0.9,0.8,0.6,0.2,1.7,10,0,0,0.4
261,Kevin Gamble,SAC,31,62,26,36,16,5,2,4.6,43,0.9,1.8,48.2,0.1,0.2,70,0.2,1.5,1.7,1.2,0.4,0.3,0.3,1.2,10.3,0,0,-1.4
262,Samaki Walker,DAL,21,43,14,29,14.5,4.9,1.9,4.3,44.1,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.9,0.3,0.5,1.4,11.3,0,0,-3
