,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
126,Udonis Haslem,MIA,25,80,59,21,33.5,10.9,4.3,8,54,0,0.1,0,2.2,2.8,79.1,3,6.1,9.1,1.4,1.4,0.8,0.5,3.3,26.3,23,0,5.2
127,P.J. Brown,NOH,35,82,18,64,34.5,10.8,4.1,9.2,44.6,0,0,0,2.6,3,86.4,3.2,5.7,9,2.2,1.2,0.9,0.6,2.8,28.2,28,0,-4.9
128,Fred Jones,IND,26,77,40,37,29.5,10.6,3.6,8.4,42.5,1.1,3,38,2.3,2.7,85,0.4,2.7,3.1,2.5,1.5,0.8,0.4,2.2,20.3,1,0,-1.9
129,Jim Jackson,PHX,34,64,40,24,31.2,10.5,3.9,9.1,42.6,1.9,4.6,41.4,0.8,0.9,93.1,0.5,3.7,4.2,2.9,1.8,0.5,0.1,2.4,19.9,1,0,0.2
130,Bonzi Wells,MEM,28,69,37,32,21.6,10.4,3.9,8.9,44.1,0.5,1.5,34.6,2,2.7,75,0.7,2.6,3.3,1.2,1.3,1.2,0.4,2.4,19.7,1,0,-0.8
131,Marcus Camby,DEN,31,66,43,23,30.6,10.3,4.2,9.1,46.5,0,0.1,0,1.9,2.6,72.3,2,8,10,2.3,1.6,0.9,3,2.7,36.1,23,0,1.6
132,Corliss Williamson,SAC,31,72,37,35,21.3,10.3,3.8,8.1,46.7,0,0,0,2.7,3.4,79.9,1.4,2.2,3.6,1.1,1.2,0.5,0.2,3,17.2,2,0,-0.2
133,JR Smith,NOH,19,76,18,58,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,1.4,0.7,0.1,1.8,16.7,0,0,-5.2
134,Bob Sura,HOU,32,61,42,19,31.6,10.3,3.5,8.3,42.7,0.9,2.5,35.5,2.3,3.1,75,1.3,4.2,5.5,5.2,2.4,1.1,0.1,2.8,25.8,8,0,2.5
135,Jarvis Hayes,WAS,23,54,30,24,28.9,10.2,3.8,9.8,38.9,0.8,2.3,34.1,1.8,2.2,83.9,0.8,3.4,4.2,1.7,1.1,0.9,0.2,2,19.9,0,0,-1.4
136,Mo Williams,MIL,22,80,30,50,28.3,10.2,4,9.2,43.8,0.4,1.2,32.3,1.7,2,85,0.6,2.4,3.1,6.1,2.5,0.9,0.1,2.8,23.6,8,0,-1.4
137,Jason Williams,MEM,29,71,39,32,27.5,10.1,3.7,9.1,41.3,1.5,4.6,32.4,1.1,1.4,79.2,0.3,1.5,1.7,5.6,1.8,1.1,0.1,1.3,22.2,1,0,1.1
138,Brevin Knight,CHA,29,66,17,49,29.5,10.1,3.8,8.9,42.2,0,0.3,15,2.5,3,85.2,0.3,2.3,2.6,9,2.2,2,0.1,2.9,30.6,16,0,-2.4
139,Josh Childress,ATL,22,80,12,68,29.6,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,1.3,0.9,0.4,2.3,22.9,12,0,-5.5
140,Stromile Swift,MEM,25,60,32,28,21.3,10.1,3.7,8.1,44.9,0,0.1,0,2.8,3.7,75.8,1.5,3,4.6,0.7,1.5,0.7,1.5,3,21.8,2,0,0.4
141,Luke Ridnour,SEA,24,82,52,30,31.4,10,3.6,9,40.5,0.8,2.2,37.6,1.9,2.2,88.3,0.7,1.8,2.5,5.9,1.8,1.1,0.3,2.3,24.3,4,0,0
142,Glenn Robinson,SAS,32,9,5,4,17.6,10,3.8,8.6,44.2,0.2,0.7,33.3,2.2,2.6,87,0.4,2.2,2.7,0.9,0.8,0.4,0.3,2.1,16.1,0,0,-2.3
143,Nenad Krstic,NJN,21,75,40,35,26.2,10,3.7,7.6,49.3,0,0,0,2.5,3.4,72.5,2.1,3.2,5.3,1,1.5,0.4,0.8,3.7,20.2,9,0,1
144,Shane Battier,MEM,26,80,44,36,31.5,9.9,3.4,7.7,44.2,0.9,2.2,39.5,2.3,2.9,78.9,2,3.2,5.2,1.6,0.9,1.1,1,2.5,23.8,4,0,4.1
145,Marko Jaric,LAC,26,50,25,25,33.2,9.9,3.8,9.1,41.4,1.1,3,37.1,1.2,1.6,72,0.4,2.8,3.2,6.1,2,1.7,0.3,2.1,26.9,6,0,0.9
146,Chris Mihm,LAL,25,75,33,42,25,9.8,3.7,7.4,50.7,0,0,0,2.3,3.4,67.8,2.6,4.1,6.7,0.7,1.5,0.2,1.4,3.2,22.2,18,0,-2.1
147,Ben Wallace,DET,30,74,51,23,36.1,9.7,4,8.8,45.3,0,0.1,11.1,1.8,4.1,42.8,3.9,8.2,12.2,1.7,1.1,1.4,2.4,2.1,37.2,29,0,4.6
148,Voshon Lenard,DEN,32,3,1,2,18.8,9.7,3.3,8.7,38.5,1.3,4,33.3,1.7,2.7,62.5,0,2,2,2,0.7,0.3,0,0.7,15.4,0,0,1
149,Josh Smith,ATL,19,74,11,63,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,1.8,0.8,1.9,2.1,26.1,10,0,-5.1
150,Keith Bogans,CHA,25,74,15,59,24.3,9.6,3.5,9.3,38.1,0.8,2.3,32.9,1.8,2.5,72.7,1,2,3.1,1.8,1.6,0.9,0.1,2.3,17.5,0,0,-3.6
151,Lorenzen Wright,MEM,29,80,45,35,28.6,9.6,4,8.5,46.9,0,0,0,1.6,2.5,66.2,2.2,5.5,7.7,1.1,1.3,0.7,0.9,3.1,24,17,0,0.7
152,Antonio McDyess,DET,30,77,51,26,23.4,9.6,4,7.8,51.3,0,0,0,1.6,2.5,65.6,2.3,4,6.3,0.9,1.2,0.6,0.7,2.6,21.1,6,0,0.1
153,Nene,DEN,22,55,31,24,23.9,9.6,3.5,7,50.3,0,0,0,2.5,3.9,66,1.9,4,5.9,1.5,1.7,0.9,0.9,3,22.6,7,0,0.9
154,Juwan Howard,HOU,32,61,38,23,26.6,9.6,4,8.9,45.1,0,0,0,1.6,1.9,84.3,2.1,3.6,5.7,1.5,1.3,0.5,0.1,2.3,19.2,7,0,0.6
155,Jason Hart,CHA,27,74,18,56,25.5,9.5,3.5,7.7,44.9,0.5,1.3,36.8,2.1,2.7,78.5,0.2,2.5,2.7,5,1.4,1.3,0.2,2.3,23.5,7,0,-4.3
156,Nazr Mohammed,SAS,27,77,35,42,25.2,9.5,3.8,7.8,48,0,0,0,2,2.9,67.4,3.2,4.4,7.6,0.4,1.4,0.8,1.1,3.1,23.5,18,0,-2.3
157,Mickael Pietrus,GSW,23,67,29,38,19.9,9.5,3.2,7.5,42.7,1,2.9,34.4,2.1,3,69.8,1,1.9,2.8,1.2,1.4,0.7,0.3,2.1,16.2,0,0,-0.6
158,Mark Blount,BOS,29,82,45,37,26.1,9.4,4,7.5,52.9,0,0,0,1.4,2,71.3,1.7,3.1,4.8,1.6,1.9,0.4,0.8,2.8,19.2,1,0,-0.3
159,Brendan Haywood,WAS,25,68,38,30,27.5,9.4,3.5,6.3,56,0,0,0,2.3,3.8,60.9,3,3.9,6.8,0.8,1.4,0.8,1.7,3.2,24.7,6,0,3.3
160,Derek Anderson,POR,30,47,16,31,26.3,9.2,3.2,8.3,38.9,1.2,3.2,38.4,1.5,1.9,80.5,0.5,2.2,2.7,3,1.5,0.8,0.1,1.9,18.1,0,0,-2.3
161,Erick Dampier,DAL,29,59,43,16,27.2,9.2,3.4,6.2,55,0,0.1,0,2.3,3.9,60.5,3.1,5.4,8.5,0.9,1.7,0.3,1.4,3.5,23.8,16,0,5.1
162,Marquis Daniels,DAL,24,60,42,18,23.6,9.1,3.7,8.4,43.7,0.1,0.6,20,1.6,2.2,73.7,1.5,2.2,3.6,2.1,1.4,1.4,0.2,2.1,20,1,0,0.7
163,Chris Kaman,LAC,23,63,28,35,26,9.1,3.9,7.9,49.7,0,0,0,1.3,1.9,66.1,2.1,4.6,6.7,1.2,1.8,0.4,1.1,2.9,21.5,15,0,-2
164,Andre Iguodala,PHI,21,82,43,39,32.7,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,1.7,0.6,2.5,25.4,5,1,-0.2
165,Brian Cardinal,MEM,28,58,32,26,24.7,9,2.8,7.4,37,0.8,2.2,35.2,2.7,3.1,87.3,1.1,2.8,3.9,2,1.4,1.5,0.3,3,20.7,0,0,2.1
166,Matt Carroll,CHA,24,25,6,19,17.3,9,2.8,7.2,38.9,0.5,1.6,33.3,2.8,3.3,85.5,0.5,1.9,2.4,0.7,1,0.7,0.1,1.5,14.1,0,0,0.9
167,Austin Croshere,IND,30,73,40,33,25,8.9,2.6,6.8,37.8,0.6,2.4,25.9,3.1,3.5,88.3,1.4,3.7,5.1,1.3,1.4,0.7,0.2,2.1,18.3,4,0,-2.3
168,Gordan Giricek,UTA,28,81,26,55,20.4,8.8,3.5,7.8,44.8,0.5,1.3,36.2,1.4,1.7,81,0.3,1.9,2.2,1.7,1.1,0.6,0.1,1.9,15.1,0,0,-1
169,Troy Hudson,MIN,29,79,42,37,22.1,8.7,3.4,8.4,40.1,1.1,3.3,34.5,0.9,1.1,77.8,0.2,1.1,1.3,3.6,1.4,0.3,0.1,1.5,15.5,0,0,0.1
170,Jameer Nelson,ORL,23,79,34,45,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1.5,1,0,2.5,17.7,1,0,-1.4
171,Jason Kapono,CHA,24,81,17,64,18.4,8.5,3.3,8.3,40.1,1,2.4,41.2,0.9,1,82.4,0.4,1.6,2,0.8,0.6,0.5,0.1,1.6,13.2,0,0,-1
172,Anthony Johnson,IND,30,63,34,29,27.9,8.4,3.2,7.2,44.5,0.7,1.7,38,1.3,1.8,75.2,0.5,2.3,2.8,4.8,1.5,0.9,0.2,2.3,21,3,0,0.4
173,Michael Sweetney,NYK,22,77,32,45,19.5,8.4,3.1,5.8,53.1,0,0,0,2.3,3.1,74.9,2.2,3.2,5.4,0.6,1.4,0.4,0.4,2.9,16.6,4,0,-0.4
174,Predrag Drobnjak,ATL,29,71,13,58,20.3,8.4,3.4,7.6,43.8,0.4,1,35.2,1.4,1.7,80,1,2.3,3.4,0.7,1.1,0.6,0.3,1.9,15.2,0,0,-3
175,Kareem Rush,CHA,24,48,16,32,20.1,8.4,3.3,8.5,38.7,1.1,2.9,37.2,0.8,1,77.1,0.4,1.4,1.9,1.4,1,0.4,0.1,1.5,13.4,0,0,-2.9
176,Andres Nocioni,CHI,25,81,47,34,23.4,8.4,3,7.4,40.1,0.3,1.2,25.8,2.1,2.7,76.6,0.9,3.9,4.8,1.5,1.7,0.5,0.4,2.6,17.3,3,0,-2.2
177,Bruce Bowen,SAS,34,82,59,23,32,8.2,3.1,7.3,42,1.2,3.1,40.3,0.9,1.4,63.4,0.6,2.9,3.5,1.5,0.7,0.7,0.5,2.1,17.5,0,0,4.9
178,Samuel Dalembert,PHI,25,72,39,33,24.9,8.2,3.5,6.6,52.4,0,0,0,1.2,2.1,60.1,2.6,4.9,7.5,0.5,1.6,0.6,1.7,3.3,23.3,10,0,0.5
179,James Posey,MEM,28,50,28,22,27.7,8.1,2.5,7.1,35.7,1.1,3.6,30.9,1.9,2.2,86.5,0.9,3.5,4.4,1.8,1.4,1,0.5,2.7,18.9,1,0,-1.3
180,Juan Dixon,WAS,26,63,35,28,16.7,8,3,7.1,41.6,0.8,2.3,32.7,1.4,1.5,89.7,0.5,1.4,1.9,1.8,1.1,0.7,0.1,1.6,14.1,0,0,-1.2
181,Othella Harrington,CHI,31,70,40,30,18.3,8,3.1,6.1,51.2,0,0,0,1.8,2.5,71.8,1.5,2.7,4.2,0.8,1.2,0.3,0.3,2.7,14.8,2,0,2.4
182,Tyson Chandler,CHI,22,80,46,34,27.3,8,2.6,5.2,49.4,0,0,0,2.8,4.2,67.3,3.3,6.4,9.7,0.8,1.5,0.9,1.8,3.4,27.2,21,0,1.3
183,Chris Wilcox,LAC,22,54,23,31,18.6,7.9,3.1,6.1,51.4,0,0,0,1.6,2.7,61.1,1.2,3.1,4.2,0.7,1.4,0.5,0.4,2.4,15.4,2,0,-1
184,Keith McLeod,UTA,25,53,18,35,26.1,7.8,2.7,7.7,35,0.3,1.4,25,2.1,2.8,76.7,0.4,1.8,2.1,4.5,1.9,1.2,0.2,2.6,19.5,3,0,-2.3
185,DeShawn Stevenson,ORL,24,55,24,31,19.6,7.8,3.2,7.7,40.8,0.5,1.2,37.3,1,1.8,55.4,0.7,1.2,1.9,1.3,1,0.3,0.2,1.3,12.2,0,0,-2.7
186,Eric Williams,TOR,32,55,23,32,24.1,7.7,2.6,6,43,0.5,1.3,38.4,2,2.9,69.6,0.8,2.3,3.1,1.7,1.1,0.7,0.1,2.7,15.2,0,0,-1.7
187,Earl Watson,MEM,26,80,44,36,22.7,7.7,3,6.9,42.6,0.7,2,31.9,1.1,1.7,65.9,0.4,1.6,2.1,4.5,2.1,1,0.2,2.3,18.6,3,0,1.9
188,Willie Green,PHI,23,57,23,34,18.7,7.7,2.7,7.4,36.6,0.5,1.8,28.6,1.7,2.2,77.6,0.4,1.9,2.3,1.8,1.3,0.6,0.1,2.1,13.9,0,0,-2.2
189,Chris Andersen,NOH,26,67,17,50,21.3,7.7,2.9,5.3,53.4,0,0,0,2,2.8,68.9,2,4.1,6.1,1.1,1,0.2,1.5,2.1,20.7,6,0,-0.8
190,Rodney Rogers,PHI,34,58,25,33,23.6,7.7,3,7.8,38.2,0.8,2.9,28.6,0.9,1.2,74.3,1.1,3.2,4.2,1.5,1.5,0.7,0.3,3,16.6,1,0,-3.9
191,Alonzo Mourning,MIA,35,37,17,20,19,7.6,2.7,5.7,47.2,0,0,0,2.2,3.8,58.2,1.4,3.9,5.4,0.5,1.5,0.2,2,2.2,19.9,4,0,-1.2
192,Ron Mercer,NJN,29,18,8,10,21.7,7.6,3.6,8.8,41.1,0,0.2,0,0.4,0.6,70,0.5,1.7,2.2,1.1,0.8,0.9,0.1,1.1,14.2,0,0,-4.4
193,Jumaine Jones,LAL,26,76,31,45,24.1,7.6,2.8,6.4,43.2,1.3,3.4,39.1,0.7,1,73.3,1.4,3.8,5.2,0.9,0.6,0.6,0.3,2.2,17.2,4,0,-0.5
194,Eddie Griffin,MIN,23,70,37,33,21.3,7.5,2.9,7.5,38.7,1,2.9,32.8,0.8,1.1,71.8,1.8,4.6,6.5,0.8,0.8,0.3,1.7,1.7,21.7,6,0,1.8
195,Clifford Robinson,NJN,38,71,32,39,23.9,7.5,2.8,7.4,38.6,0.9,2.7,34.7,0.9,1.4,63.9,0.8,2.2,2.9,1.5,0.9,0.9,0.7,2.5,17.2,0,0,-4.3
196,Darius Songaila,SAC,27,81,50,31,20.5,7.5,3.2,6,52.7,0,0,0,1.2,1.4,84.7,1.5,2.7,4.2,1.4,0.9,0.6,0.2,2.5,16.4,6,0,1.6
197,Danny Fortson,SEA,29,62,42,20,16.9,7.5,1.9,3.6,52.2,0,0,0,3.7,4.2,88,2.5,3.1,5.6,0.1,1.5,0.2,0.1,4.3,14,6,0,1.3
198,Brent Barry,SAS,33,81,59,22,21.4,7.4,2.4,5.7,42.3,1.2,3.5,35.7,1.4,1.7,83.7,0.4,2,2.3,2.2,0.8,0.5,0.2,1.5,14.9,0,0,2.9
199,Shaun Livingston,LAC,19,30,13,17,27.3,7.4,3,7.2,41.4,0,0.1,0,1.5,2,74.6,0.7,2.2,3,5,2.5,1.1,0.4,2.7,20.3,1,0,-0.6
200,Devin Brown,SAS,26,67,50,17,18.4,7.4,2.6,6.1,42.3,0.7,1.8,37.2,1.5,1.9,79.2,0.6,2.1,2.6,1.4,0.8,0.6,0.2,1.2,14.1,0,0,0.6
201,Devean George,LAL,27,15,2,13,20.5,7.3,2.5,6.9,35.6,1.4,3.9,36.2,1,1.3,75,0.9,2.7,3.5,0.9,0.8,0.5,0.1,2.1,14.2,0,0,-4.7
202,Dan Gadzuric,MIL,27,81,29,52,22,7.3,3,5.6,53.9,0,0,0,1.3,2.5,53.8,3.2,5.1,8.3,0.4,1,0.6,1.3,2.8,22.5,19,0,-0.8
203,Melvin Ely,CHA,27,79,18,61,21,7.3,2.9,6.7,43.2,0,0,0,1.5,2.7,57.5,1.8,2.3,4.1,1,1.5,0.4,0.9,2.5,16.1,4,0,-2
204,Anfernee Hardaway,NYK,33,37,17,20,24.2,7.3,3,7,42.3,0.4,1.4,30,0.9,1.2,73.9,0.5,1.9,2.4,2,1.4,0.8,0.1,2.1,14.3,0,0,-2.3
205,Maurice Taylor,NYK,28,65,31,34,20.7,7.3,3.1,6.9,45.5,0,0.1,33.3,1,1.6,61.2,1,2.9,4,1,1.4,0.4,0.3,2.8,14.3,1,0,-0.1
206,Matt Bonner,TOR,25,82,33,49,18.8,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.5,0.2,2.7,13.9,0,0,-0.5
207,DerMarr Johnson,DEN,25,71,42,29,17.2,7.1,2.6,5.2,49.9,0.7,2.1,35.8,1.1,1.4,79.2,0.6,1.5,2.1,1.1,0.9,0.6,0.3,2,12.9,0,0,2
208,Etan Thomas,WAS,27,47,25,22,20.8,7.1,2.7,5.4,50.2,0,0,0,1.6,3.1,52.8,1.8,3.4,5.2,0.4,1.1,0.4,1.1,2.8,17.2,5,0,-2
209,Flip Murray,SEA,25,49,27,22,17.9,7,2.7,7.4,36.1,0.5,1.9,25.3,1.2,1.6,73.8,0.3,1.7,2,1.3,1.2,0.6,0.2,1.2,12.8,0,0,-2.7
210,Malik Rose,NYK,30,76,50,26,19.5,7,2.6,5.8,44.9,0,0.1,10,1.8,2.4,73.7,1.7,2.8,4.5,0.8,1.3,0.6,0.2,2.7,14.7,3,0,0.2
211,Leandro Barbosa,PHX,22,63,48,15,17.2,7,2.7,5.6,47.5,0.8,2.2,36.7,0.9,1.1,79.7,0.5,1.6,2.1,2,1.4,0.5,0.1,2,12.9,0,0,-0.8
212,Jeff Foster,IND,28,61,32,29,26.3,7,2.8,5.3,51.9,0,0.1,0,1.5,2.3,63.4,3.4,5.7,9,0.7,0.9,0.8,0.2,3,20.8,14,0,3.4
213,Kelvin Cato,ORL,30,62,27,35,24.5,7,2.6,4.8,53.9,0,0,0,1.8,2.3,78.3,1.6,5.1,6.7,0.6,1,0.9,1.3,2.7,21.6,5,0,0.6
214,Antonio Davis,CHI,36,72,41,31,25.6,7,2.7,5.8,46.1,0,0,0,1.6,2.1,75.7,2.1,3.8,5.9,1.1,1.3,0.4,0.6,2,17.3,4,0,0.1
215,Bostjan Nachbar,NOH,24,71,21,50,18.9,7,2.3,5.8,39.2,1.1,2.8,38.3,1.4,1.6,82.9,0.3,2.2,2.6,1,1,0.4,0.2,2.6,12.5,0,0,-2.5
216,Rodney Buford,NJN,27,64,31,33,20.5,7,2.9,7.6,38.2,0.5,1.7,31.5,0.6,0.7,82.2,0.5,2.4,3,1,0.5,0.6,0.1,1.6,13.5,0,0,-3.7
217,Kwame Brown,WAS,23,42,22,20,21.6,7,2.6,5.6,46,0,0,0,1.8,3.1,57.4,1.7,3.2,4.9,0.9,1.6,0.6,0.4,2.7,15.5,2,0,-2.9
218,Jared Jeffries,WAS,23,77,42,35,26.1,6.8,2.6,5.6,46.7,0.2,0.7,31.4,1.3,2.2,58.4,2,2.9,4.9,2,1.5,0.9,0.5,2.7,18,2,0,0.4
219,Sebastian Telfair,POR,20,68,19,49,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,1.8,0.5,0.1,1.8,13.4,3,0,-2.8
220,Travis Best,NJN,32,76,39,37,19.2,6.8,2.5,5.9,42,0.3,1.1,30.6,1.4,1.6,88.5,0.3,1.2,1.4,1.9,0.9,0.9,0.1,1.9,13.4,0,0,-2.5
221,Al Jefferson,BOS,20,71,39,32,14.7,6.7,2.7,5.2,52.8,0,0,0,1.2,1.9,63,1.7,2.7,4.4,0.3,0.9,0.3,0.8,2.7,14.8,3,0,-0.6
222,Doug Christie,ORL,35,52,31,21,29.2,6.6,2.5,6.4,39.2,0.3,1.2,24.2,1.3,1.5,89.7,0.7,2.7,3.4,3.8,2,1.5,0.3,2,20.1,0,0,1
223,Trenton Hassell,MIN,26,82,44,38,25.3,6.6,2.7,5.8,47.4,0,0.1,9.1,1.1,1.4,78.9,1,1.7,2.7,1.6,0.8,0.4,0.4,2.4,13.6,0,0,-0.8
224,Jon Barry,HOU,35,69,41,28,21.8,6.6,2.3,5.3,43.8,1,2.4,43,0.9,1,87.3,0.4,1.9,2.3,2.4,1,0.9,0.1,1.4,15,0,0,3.2
225,Carlos Arroyo,DET,25,70,35,35,20.6,6.6,2.4,6.1,38.9,0.1,0.4,26.7,1.7,2.1,79.9,0.4,1.1,1.5,4,1.5,0.6,0.1,2,14.9,1,0,-3
226,Casey Jacobsen,NOH,24,84,43,41,21.5,6.5,2,4.9,40.4,0.8,2.1,37.3,1.8,2.3,78.6,0.4,1.6,2,1.3,0.8,0.4,0.1,1.2,11.5,0,0,0.1
227,Jiri Welsch,CLE,25,71,32,39,18.6,6.5,2.1,5.2,40.2,0.5,1.5,30.9,1.8,2.4,76.3,0.4,2,2.4,1.5,1,0.6,0.1,1.7,12.5,0,0,-0.9
228,Rasual Butler,MIA,26,65,48,17,18.4,6.5,2.5,6.3,39.9,0.9,2.4,37.3,0.6,0.7,77.1,0.2,2.1,2.3,1,0.6,0.3,0.4,1.6,12.3,0,0,2
229,Wesley Person,DEN,34,41,29,12,16.4,6.4,2.6,5.5,47.3,1,2.2,46.1,0.2,0.3,69.2,0.1,2,2,1,0.4,0.5,0.1,0.7,11.6,0,0,-0.3
230,Joel Przybilla,POR,25,76,24,52,24.4,6.4,2.6,4.4,59.8,0,0,0,1.2,2.3,51.7,2.3,5.4,7.7,1,1.3,0.3,2.1,3.1,23.3,14,0,-2.3
231,Maurice Evans,SAC,26,65,38,27,18.8,6.4,2.5,5.7,44.2,0.4,1.3,32.9,0.9,1.2,75.6,1.4,1.7,3.1,0.7,0.5,0.6,0.1,1.6,12.7,0,0,-0.6
232,Tony Allen,BOS,23,77,42,35,16.3,6.4,2.4,5,47.5,0.2,0.4,38.7,1.5,2,73.7,1.1,1.8,2.9,0.8,1,1,0.3,2,14,0,0,1.8
233,Jason Collins,NJN,26,80,40,40,31.8,6.4,2.3,5.6,41.2,0,0.1,33.3,1.7,2.6,65.6,1.9,4.2,6.1,1.3,1.1,0.9,0.9,4,19.9,3,0,1.7
234,Jannero Pargo,CHI,25,32,19,13,14.1,6.4,2.6,6.7,38.5,0.7,2.1,34.8,0.5,0.7,73.9,0.4,1.1,1.5,2.4,1.4,0.5,0,1.7,11.9,0,0,-0.2
235,Brian Cook,LAL,24,72,31,41,15,6.4,2.4,5.9,41.7,1.1,2.8,39.2,0.4,0.5,75.7,0.9,2.1,3,0.5,0.4,0.3,0.4,1.9,12.3,2,0,1.1
236,Damien Wilkins,SEA,25,29,17,12,17.8,6.3,2.5,5.8,43.5,0.6,2,27.1,0.7,1.2,61.8,1,1.3,2.3,0.9,0.6,0.8,0.3,1.9,13.1,0,0,-2.9
237,Steven Smith,MIA,36,50,15,35,14.9,6.3,2,5,41.1,0.8,2.1,39,1.4,1.6,86.3,0.3,1,1.3,1.4,0.5,0.3,0.1,1.6,10.7,0,0,-0.8
238,Brian Scalabrine,NJN,27,54,28,26,21.6,6.3,2.4,6.1,39.8,0.4,1.3,32.4,1,1.3,76.8,1.5,3,4.5,1.6,1.2,0.6,0.3,2.1,15.8,2,0,0.6
239,Kerry Kittles,LAC,31,11,2,9,22.1,6.3,2.5,6.6,38.4,0.6,1.9,33.3,0.5,0.9,60,0.1,2.8,2.9,1.8,0.6,0.7,0.3,1.1,14.9,0,0,-0.5
240,Marcus Fizer,MIL,26,54,17,37,16.7,6.2,2.5,5.4,45.5,0,0.1,0,1.3,1.9,68,0.5,2.7,3.2,1.2,1.2,0.5,0.2,1.8,12.8,1,0,-3.1
241,David West,NOH,24,30,4,26,18.3,6.2,2.5,5.7,43.6,0.1,0.2,40,1.1,1.7,68,1.3,3,4.3,0.8,1.2,0.4,0.5,2.1,14.1,0,0,-7.2
242,Zaza Pachulia,MIL,21,74,27,47,18.9,6.2,2.2,4.8,45.2,0,0,0,1.9,2.5,74.6,1.8,3.3,5.1,0.8,0.9,0.6,0.5,2.2,15.8,1,0,-0.1
243,Greg Buckner,DEN,28,70,42,28,21.7,6.2,2.3,4.3,52.8,0.7,1.7,40.5,0.9,1.2,77.8,0.9,2,3,1.9,0.7,1.1,0.1,2.4,15.4,0,0,0.6
244,David Harrison,IND,22,43,23,20,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,1.2,0.4,1.3,3.1,14.1,1,0,-0.4
245,Kendall Gill,MIL,37,14,5,9,20.3,6.1,2.3,5.7,40,0.2,0.6,33.3,1.3,1.4,90,0.8,1.9,2.6,1.9,0.6,1,0.3,2.6,15.4,0,0,-1.2
246,Robert Horry,SAS,34,75,53,22,18.8,6,2.1,5,41.9,0.7,1.8,37,1.1,1.5,78.9,1.2,2.4,3.6,1.1,0.9,0.9,0.8,1.8,16.1,0,0,4
247,Lamond Murray,TOR,32,62,25,37,14.8,6,2.1,5,42.6,0.7,1.7,43.8,1,1.3,76.3,0.7,1.9,2.6,0.8,0.9,0.5,0.3,1.4,11.7,0,0,0.6
248,Zarko Cabarkapa,GSW,24,40,20,20,11.9,6,2.2,4.4,48.6,0.3,0.9,36.1,1.3,1.6,81.5,0.9,1.7,2.6,0.6,0.8,0.3,0.1,1.5,10.3,1,0,1
249,Chris Duhon,CHI,22,82,47,35,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1.5,1,0,2.5,18,2,0,1.4
250,Michael Olowokandi,MIN,30,62,32,30,19.6,5.9,2.6,5.7,45.6,0,0,0,0.7,1.1,66.7,1.7,3.5,5.2,0.5,1.1,0.2,0.9,3.1,15.2,4,0,-0.8
251,Ira Newble,CLE,30,74,38,36,24.7,5.9,2.5,5.7,42.9,0.3,0.7,35.8,0.7,0.9,79.7,1.1,1.9,3,1.2,0.8,0.7,0.2,1.9,13.3,0,0,-0.3
252,Beno Udrih,SAS,22,80,57,23,14.4,5.9,2.2,4.9,44.4,0.7,1.8,40.8,0.8,1.1,75.3,0.2,0.8,1,1.9,1,0.5,0.1,1.2,10.9,1,0,1.6
253,Rasho Nesterovic,SAS,29,70,51,19,25.5,5.9,2.8,6.1,46,0,0,0,0.2,0.4,46.7,2.6,3.9,6.6,1,1,0.4,1.7,3,20.5,2,0,5.9
254,Trevor Ariza,NYK,20,80,33,47,17.3,5.9,2.2,4.9,44.2,0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3,1.1,0.9,0.9,0.2,1.9,13.5,1,0,-0.3
255,Zeljko Rebraca,LAC,33,58,27,31,16,5.8,2.3,4,56.8,0,0,0,1.3,1.5,85.9,0.8,2.3,3.2,0.4,0.8,0.2,0.7,2.2,12.2,2,0,0.3
256,Eddie House,SAC,27,68,34,34,13,5.8,2.4,5.4,45.1,0.6,1.4,45.4,0.3,0.4,85.2,0.2,1,1.2,1.4,0.5,0.6,0.1,1,11.1,0,0,-1
257,Milt Palacio,TOR,27,80,33,47,19.1,5.8,2.2,4.9,44.6,0,0.2,16.7,1.4,1.9,74.2,0.3,1.4,1.7,3.5,1.3,0.6,0.2,1.6,14.1,0,0,0
