,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
131,Toni Kukoc,ATL,33,59,26,33,25.3,9.9,3.6,8.5,41.9,0.9,2.9,31,1.8,2.6,71.2,0.7,3,3.7,3.5,1.9,0.8,0.3,1.5,21,2,0,-0.3
132,Courtney Alexander,WAS,25,56,23,33,23.6,9.8,4,8.5,47,0.1,0.3,27.8,1.8,2.2,81,0.8,1.9,2.6,1.5,1.1,0.6,0.1,2,16.5,0,0,-3
133,Todd MacCulloch,NJN,26,62,42,20,24.2,9.7,4,7.5,53.1,0,0,0,1.8,2.6,67.1,2.5,3.6,6.1,1.3,1.1,0.4,1.4,2.9,23.3,8,0,3
134,Nazr Mohammed,ATL,24,82,33,49,26.5,9.7,4,8.7,46.1,0,0,0,1.7,2.7,61.7,3,5,7.9,0.4,1.4,0.8,0.7,3.1,22.9,21,0,-3.6
135,Bryon Russell,UTA,31,66,36,30,30.3,9.6,3.4,8.8,38,1.2,3.4,34.1,1.7,2.1,82.1,1.2,3.3,4.5,2.1,1.7,1,0.3,3.1,20.2,0,0,2.6
136,Kenny Anderson,BOS,31,76,44,32,31.9,9.6,4.1,9.4,43.6,0.1,0.4,27.3,1.3,1.7,74.2,0.8,2.9,3.6,5.3,1.6,1.9,0.1,2.8,26.3,2,0,3.3
137,Anthony Mason,MIL,35,82,41,41,38.3,9.6,3.9,7.6,50.5,0,0,100,1.9,2.7,69.7,1.5,6.4,7.9,4.2,1.6,0.7,0.3,2.3,26.7,10,0,0.2
138,Tim Hardaway,DEN,35,68,41,27,23.5,9.6,3.3,9.1,36.5,1.8,5.2,34.7,1.1,1.4,79.4,0.2,1.6,1.8,4.1,1.6,0.8,0.1,1.6,19.2,0,0,-0.3
139,Dale Davis,POR,33,78,46,32,31.4,9.5,3.8,7.4,51,0,0,0,1.9,2.7,70.8,3.4,5.5,8.8,1.2,0.8,0.8,1.1,2.5,26.7,23,0,3.1
140,Tony Delk,BOS,28,63,32,31,23,9.5,3.6,9.3,38.4,1.1,3.4,31.3,1.2,1.5,80.4,0.9,2.3,3.2,2.1,0.9,0.8,0.2,1.6,18.5,1,0,1.8
141,Darius Miles,LAC,20,82,39,43,27.1,9.5,3.8,7.8,48,0,0.2,15.8,1.9,3.1,62,1.3,4.2,5.5,2.2,2,0.9,1.3,2.2,23.9,4,0,0.1
142,Malik Rose,SAS,27,82,58,24,21.1,9.4,3.6,7.7,46.3,0,0.1,8.3,2.3,3.1,72,2.1,3.9,6,0.7,1.7,0.9,0.5,2.5,20.1,5,0,2.8
143,Richard Jefferson,NJN,22,79,51,28,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,1.4,0.8,0.6,2.7,19.4,0,0,1.3
144,Jamaal Tinsley,IND,24,80,41,39,30.5,9.4,3.6,9.5,38,0.5,2.2,24,1.6,2.3,70.4,1,2.8,3.7,8.1,3.4,1.7,0.5,3.1,29.3,17,2,0.5
145,Rodney Buford,MEM,24,63,21,42,28.1,9.4,4.1,9.4,43.5,0.3,1.1,24.3,0.9,1.3,72.5,0.8,3.5,4.3,1.1,1,0.7,0.2,1.7,17.8,0,0,-5.2
146,Walt Williams,HOU,32,48,16,32,23.3,9.4,3.5,8.3,41.9,1.6,3.8,42.6,0.8,1.1,78.4,0.8,2.6,3.4,1.4,1.1,0.4,0.2,2.2,16.2,0,0,-1.4
147,Brian Grant,MIA,30,72,35,37,31.3,9.3,4,8.5,46.9,0,0,0,1.4,1.7,84.9,2.3,5.7,8,1.9,1.7,0.7,0.4,3.3,23.4,17,0,-1
148,Jamal Crawford,CHI,22,23,5,18,20.9,9.3,3.9,8.1,47.6,1.1,2.5,44.8,0.4,0.6,76.9,0.2,1.3,1.5,2.4,1.4,0.8,0.2,0.8,16.3,0,0,-5.7
149,Isaiah Rider,DEN,31,10,5,5,17.4,9.3,3.7,8.1,45.7,0.6,1.5,40,1.3,1.7,76.5,1,2.3,3.3,1.2,1.4,0.3,0.2,1.1,15.2,1,0,2.5
150,Antonio Daniels,SAS,27,82,58,24,26.5,9.2,3.3,7.5,44,0.7,2.4,29.1,1.9,2.6,75.2,0.3,1.9,2.1,2.8,0.9,0.6,0.1,1.3,17.3,0,0,3.2
151,Tony Parker,SAS,20,77,55,22,29.5,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,2,1.2,0.1,2.2,20.5,2,0,2.3
152,Lucious Harris,NJN,31,74,46,28,21,9.1,3.4,7.3,46.4,0.6,1.6,37.3,1.8,2.1,84.2,0.7,2.1,2.8,1.6,0.8,0.7,0.1,1.3,16.4,0,0,1.3
153,Eddie Robinson,CHI,26,29,5,24,22.5,9,3.9,8.5,45.3,0.1,0.2,40,1.2,1.7,75,0.8,1.9,2.7,1.3,1.2,0.8,0.4,1.2,16.5,0,0,-4.6
154,Jon Barry,DET,32,82,50,32,24.3,9,3.1,6.4,48.8,1.5,3.1,46.9,1.3,1.4,93.1,0.5,2.3,2.9,3.3,1.4,1.1,0.2,1.6,20.3,1,0,1.9
155,Anthony Peeler,MIN,32,82,50,32,25.1,9,3.5,8.3,42.1,1.4,3.5,39.2,0.6,0.7,86.2,0.5,2.1,2.5,2.2,0.9,0.7,0.1,1.7,16.9,0,0,0.2
156,Dion Glover,ATL,23,55,20,35,21,8.9,3.5,8.3,42.1,0.5,1.7,33,1.4,1.9,75.7,0.7,2.4,3.1,1.5,1.4,0.8,0.3,1.6,16.8,1,0,-4.6
157,Clar. Weatherspoon,NYK,31,56,21,35,30.8,8.8,3.4,8.1,41.8,0,0,0,2.1,2.6,79.5,2.7,5.6,8.2,1.1,0.8,0.7,0.9,2.4,24,12,0,-3.3
158,Eric Piatkowski,LAC,31,71,32,39,24.2,8.8,2.9,6.6,43.9,1.6,3.4,46.6,1.4,1.6,89.4,0.6,2,2.6,1.6,0.9,0.6,0.2,1.5,15.6,1,0,-0.5
159,Eddie Griffin,HOU,20,73,23,50,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.6,0.2,1.8,1.6,22.3,7,0,-2.2
160,George McCloud,DEN,35,69,22,47,26.5,8.8,3,8.3,35.8,0.9,3.2,27,1.9,2.4,81,1,2.7,3.6,3,2.1,0.8,0.3,2.5,18.8,2,0,-4.8
161,Trenton Hassell,CHI,23,78,21,57,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,1.3,0.7,0.6,2.4,18.5,0,0,-5.9
162,Theo Ratliff,ATL,29,3,0,3,27.4,8.7,3.3,6.7,50,0,0,0,2,3.7,54.5,1.7,3.7,5.3,0.3,2.3,0.3,2.7,2.7,22.2,0,0,-7.7
163,Glen Rice,HOU,35,20,7,13,30.3,8.6,3.3,8.4,38.9,0.9,3.2,28.1,1.2,1.5,80,0.3,2.1,2.4,1.6,1.2,0.6,0.2,1.7,14.8,0,0,-1
164,Jamaal Magloire,CHH,24,82,44,38,18.9,8.5,2.8,5,55,0,0,0,3,4.1,73,1.9,3.8,5.6,0.4,1.4,0.3,1,2.5,18.5,8,0,1.4
165,Rasho Nesterovic,MIN,26,82,50,32,27.1,8.4,4,8,49.3,0,0,0,0.5,0.9,54.9,2.4,4.1,6.5,0.9,1.1,0.5,1.3,3.2,22.1,12,0,3.2
166,Mark Jackson,NYK,37,82,30,52,28.8,8.4,3.2,7.2,43.9,1,2.4,40.5,1.1,1.3,79.1,0.7,3.1,3.8,7.4,1.8,0.9,0,2,24.9,11,1,-3.5
167,P.J. Brown,CHH,32,80,43,37,32,8.4,3.1,6.6,47.4,0,0,0,2.1,2.5,85.8,3.4,6.4,9.8,1.3,1.1,0.7,1,2.8,26.2,17,0,1.8
168,DerMarr Johnson,ATL,22,72,27,45,23.9,8.4,3,7.5,39.6,1.2,3.4,36,1.2,1.5,81,0.8,2.6,3.4,1.1,1.4,0.9,0.8,2.3,17.7,2,0,-1.3
169,Jumaine Jones,CLE,23,81,28,53,26.5,8.3,3.5,7.9,44.8,0.6,2.1,31,0.6,0.8,66.2,1.5,4.5,6,1.4,1,0.9,0.6,2.3,21.2,10,0,-1.4
170,Moochie Norris,HOU,28,82,28,54,27.4,8.1,3.1,7.7,39.8,0.4,1.6,26.9,1.5,2.1,75.1,0.9,2.1,3,4.9,1.9,1,0,1.6,20.3,5,0,-2.4
171,Ira Newble,ATL,27,42,19,23,30.3,8,3.1,6.3,49.8,0,0.2,14.3,1.8,2.1,85.2,1.9,3.4,5.3,1.1,1.2,0.9,0.5,2.8,19,2,0,0.1
172,Tyrone Hill,CLE,34,26,11,15,31.1,8,2.7,7,39,0,0,0,2.6,4,65,3,7.5,10.5,0.9,1.8,0.7,0.5,3.9,23.6,9,0,-1.5
173,Eddie House,MIA,24,64,23,41,19.2,8,3.3,8.2,39.9,0.8,2.5,34.4,0.7,0.8,85.7,0.3,1.5,1.7,1.9,1.3,0.7,0.1,1.5,14,0,0,-0.8
174,Horace Grant,ORL,36,76,41,35,29.1,8,3.5,6.8,51.3,0,0,0,1.1,1.5,72.1,2.1,4.2,6.3,1.4,0.7,0.8,0.6,1.6,21.2,5,0,3.1
175,Greg Anthony,MIL,34,60,16,44,25.2,7.9,3.1,7.9,38.5,0.8,2.7,29.4,1,1.5,65.9,0.4,1.8,2.2,4.7,1.6,1.3,0.1,1.9,20.1,1,0,-4.6
176,Avery Johnson,DAL,37,68,27,41,19.9,7.9,3,6.4,47.9,0,0.1,0,1.8,2.4,74.2,0.2,0.8,1,4.2,1.1,0.6,0.1,1.3,16.4,6,0,-2.4
177,Rick Fox,LAL,32,82,58,24,27.9,7.9,3.1,7.4,42.1,0.8,2.5,31.3,0.9,1,82.4,1.1,3.6,4.7,3.5,1.6,0.8,0.3,3,20.3,1,0,3.1
178,Travis Best,CHI,29,74,30,44,23.6,7.9,3.1,7,44,0.3,0.8,35.6,1.4,1.6,89.7,0.3,1.8,2,4.4,1.3,1.2,0.1,2.3,19.4,0,0,-1.8
179,Tyronn Lue,WAS,25,71,33,38,20.6,7.8,3.1,7.3,42.7,0.9,2,44.7,0.7,0.9,76.2,0.2,1.5,1.7,3.5,1.4,0.7,0,1.7,15.8,0,0,-0.3
180,Othella Harrington,NYK,28,77,28,49,20.3,7.7,3.1,5.8,52.7,0,0,0,1.6,2.2,70.9,1.6,2.9,4.5,0.5,1.2,0.4,0.5,3.2,15.2,2,0,0.9
181,Chris Mihm,CLE,22,74,26,48,22.4,7.7,3,7.1,42,0,0.1,42.9,1.7,2.4,69.3,1.8,3.5,5.3,0.3,1.3,0.2,1.2,3.5,17.6,5,0,-3.4
182,Erick Strickland,BOS,28,79,47,32,20.8,7.7,2.4,6.2,38.9,1.2,3.1,38.5,1.7,2,84.5,0.3,2.4,2.7,2.3,1.2,0.7,0,1.8,15.4,0,0,-1.2
183,Jerome Williams,TOR,29,68,37,31,24.1,7.6,2.8,5.7,49,0,0,0,2,3,67.6,2.4,3.3,5.7,1.1,1,1.1,0.4,2.3,19.6,6,0,1.2
184,Ben Wallace,DET,27,80,49,31,36.5,7.6,3.2,6,53.1,0,0,0,1.2,2.9,42.3,4,9,13,1.4,0.9,1.7,3.5,2.2,40.1,25,1,1.9
185,Erick Dampier,GSW,26,73,19,54,23.8,7.6,2.9,6.6,43.5,0,0,0,1.9,2.9,64.5,2.3,3,5.3,1.2,2.1,0.2,2.3,3.2,21.2,5,0,-3
186,Chris Crawford,ATL,27,7,1,6,18.7,7.6,3,6.4,46.7,0,0.1,0,1.6,2.1,73.3,1.3,2.3,3.6,0.7,1.4,0.3,0.7,3,14.5,0,0,-4.9
187,Joe Johnson,PHX,21,77,38,39,24.9,7.5,3.3,7.6,43,0.5,1.7,29.2,0.5,0.7,77.4,1,2.4,3.3,2.3,0.9,0.8,0.3,1.5,17.2,2,0,-0.6
188,Gary Trent,MIN,27,64,39,25,17.8,7.5,3,6,50.7,0,0,0,1.4,2.3,63.9,1.6,2.6,4.2,0.9,0.9,0.3,0.4,2.5,15.3,3,0,-1
189,Jonathan Bender,IND,21,78,41,37,21.1,7.4,2.5,5.9,43,0.6,1.6,36,1.8,2.3,77.3,0.8,2.3,3.1,0.8,1.2,0.2,0.6,1.9,13.8,1,0,-0.5
190,Chris Mills,GSW,32,66,18,48,18.7,7.4,2.7,6.5,41.7,0.7,1.9,37.8,1.3,1.6,79.4,0.8,2.1,2.9,1.1,0.8,0.5,0.2,1.8,13.7,0,0,-1.7
191,Charles Smith,SAS,26,60,45,15,19.1,7.4,3,7.1,42.5,0.6,2.2,26.7,0.7,1.1,64.6,0.6,1.7,2.2,1.3,1,0.9,0.7,1.9,15.8,0,0,-0.3
192,Jake Tsakalidis,PHX,23,67,29,38,23.6,7.3,2.8,6,47.5,0,0,0,1.7,2.4,69.8,1.9,3.6,5.6,0.3,1.2,0.3,1,2.9,17.5,6,0,0.4
193,Calbert Cheaney,DEN,30,68,20,48,24.1,7.3,3.3,6.9,48.1,0,0.1,0,0.7,1,68.7,0.8,2.7,3.5,1.6,1,0.5,0.3,2.3,15.3,1,0,-4.8
194,Aaron Williams,NJN,30,82,52,30,18.9,7.2,2.8,5.4,52.6,0,0,0,1.6,2.3,69.9,1.4,2.7,4.1,0.9,1,0.4,0.9,2.6,16.5,0,0,1.5
195,Speedy Claxton,PHI,24,67,36,31,22.8,7.2,2.7,6.7,40,0.1,0.5,12.1,1.7,2,83.8,0.7,1.7,2.4,3,1.4,1.4,0.1,2.2,17.6,0,0,-0.5
196,Hubert Davis,WAS,32,51,23,28,24.2,7.2,2.9,6.4,44.8,1.1,2.5,45.2,0.3,0.4,76.2,0.1,1.4,1.5,2.1,0.9,0.5,0.1,1.1,13.1,0,0,-0.7
197,Adrian Griffin,DAL,27,58,40,18,23.9,7.2,3.1,6.2,49.9,0.3,0.9,29.6,0.7,0.8,83.7,1.2,2.8,3.9,1.8,0.7,1.3,0.2,2.4,18.4,0,0,2.6
198,Hakeem Olajuwon,TOR,39,61,33,28,22.5,7.1,3.2,6.9,46.4,0,0,0,0.8,1.4,56,1.6,4.4,6,1.1,1.6,1.2,1.5,2.4,22.5,4,0,0.5
199,Monty Williams,ORL,30,68,36,32,18.9,7.1,2.9,5.3,54.7,0,0.1,0,1.3,2,65.7,1.2,2.3,3.5,1.4,1.3,0.7,0.3,2,15,3,0,-1.8
200,LaPhonso Ellis,MIA,32,66,26,40,25.5,7.1,2.9,6.8,41.8,0.6,1.9,30.6,0.8,1.3,63.1,1.6,2.7,4.3,0.8,1.1,0.5,0.6,3,15.5,0,0,-2.7
201,Christian Laettner,WAS,32,57,21,36,25.3,7.1,2.9,6.4,46.4,0,0.2,20,1.2,1.3,86.8,1.3,4,5.3,2.6,1.5,1.1,0.4,2.3,20.4,4,0,-2
202,Devean George,LAL,24,82,58,24,21.5,7.1,2.6,6.4,41.1,0.8,2.2,37.1,1,1.5,67.5,1,2.7,3.7,1.4,0.8,0.9,0.5,2.3,16.9,0,0,5
203,Popeye Jones,WAS,32,79,37,42,24.3,7,2.8,6.4,43.7,0.1,0.1,36.4,1.3,1.6,81.5,2.9,4.4,7.3,1.6,1.1,0.6,0.2,2.6,19.7,11,0,0.7
204,Brevin Knight,MEM,26,53,15,38,21.7,7,2.7,6.3,42.2,0,0.2,25,1.6,2.2,75.7,0.2,1.8,2.1,5.7,2.1,1.5,0.1,2.5,20.8,7,0,-2.4
205,Bruce Bowen,SAS,31,59,47,12,28.8,7,2.6,6.7,38.9,0.9,2.5,37.8,0.8,1.6,47.9,0.7,2,2.7,1.5,1.1,1.1,0.4,2,15.8,0,0,4.7
206,Zeljko Rebraca,DET,30,74,46,28,15.9,6.9,2.6,5.1,50.5,0,0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,1.1,0.4,1,2.6,15.4,1,0,0.8
207,John Crotty,UTA,32,41,23,18,19.5,6.9,2.4,5.1,47.1,0.8,1.7,44.9,1.4,1.6,86.4,0.4,1.4,1.8,3.4,1.2,0.5,0,1.9,14.5,0,0,1.1
208,Tony Battie,BOS,26,74,42,32,24.6,6.9,2.9,5.3,54.1,0,0,0,1.2,1.8,67.7,2.5,4,6.5,0.5,0.7,0.8,0.9,3,19.9,3,0,1.6
209,Predrag Drobnjak,SEA,26,64,37,27,18.3,6.8,3,6.5,46.1,0,0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.8,0.3,0.5,1.7,13.7,1,0,1.5
210,Robert Horry,LAL,31,81,58,23,26.5,6.8,2.3,5.7,39.8,0.9,2.5,37.4,1.3,1.7,78.3,1.6,4.3,5.9,2.9,1.1,1,1.1,2.6,23.2,5,0,4.4
211,Austin Croshere,IND,27,76,39,37,16.9,6.8,2.4,5.9,41.3,0.6,1.9,33.8,1.3,1.5,85.1,1,2.9,3.9,1,0.9,0.3,0.4,1.4,14.2,4,0,0.8
212,Eddy Curry,CHI,19,72,20,52,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,1,0.2,0.7,2.4,13.7,4,0,-3.6
213,Vladimir Radmanovic,SEA,21,61,31,30,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3,3.8,1.3,1.2,0.9,0.4,2,15.9,0,0,1.1
214,Scott Padgett,UTA,26,75,40,35,17.2,6.7,2.5,5.3,47.6,0.7,1.5,43.4,1,1.4,73.5,1.5,2.3,3.8,1.1,0.9,0.6,0.2,1.9,14.2,2,0,0.9
214,Samaki Walker,LAL,26,69,48,21,24,6.7,2.7,5.3,51.2,0,0,0,1.2,1.9,66.7,1.9,5.1,7,0.9,0.8,0.4,1.3,2.5,20.7,8,0,0.6
216,Dana Barros,DET,35,29,14,15,20.2,6.7,2.6,6.6,38.5,0.8,2.4,33.8,0.7,0.9,77.8,0,1.9,2,2.7,1.1,0.5,0.1,1.3,13.5,0,0,0.2
217,Emanual Davis,ATL,33,28,10,18,27.7,6.6,2.5,7.1,35.4,1,3,34.1,0.6,0.6,88.9,0.7,2,2.6,2.4,1.9,1,0.2,2.4,15,0,0,-5
218,Jacque Vaughn,ATL,27,82,33,49,22.6,6.6,2.5,5.3,47,0.3,0.7,44.4,1.3,1.5,82.5,0.2,1.8,2,4.3,1.4,0.8,0,2.2,16.5,1,0,-3.2
219,Kelvin Cato,HOU,27,75,26,49,25.6,6.6,2.5,4.3,58.3,0,0,0,1.5,2.6,58.2,2.3,4.7,7,0.4,0.7,0.5,1.3,2.8,20.2,11,0,-2
220,Tom Gugliotta,PHX,32,44,22,22,25.8,6.5,2.9,6.8,42.2,0.1,0.2,33.3,0.6,0.8,75.7,1.3,3.7,5,1.8,1.4,0.9,0.7,2.6,18.4,3,0,-1
221,Eduardo Najera,DAL,25,62,44,18,21.8,6.5,2.4,4.8,50,0,0,0,1.6,2.4,67.6,2.4,3.1,5.5,0.6,0.6,0.9,0.5,2.5,17.5,6,0,5.2
222,Ansu Sesay,SEA,25,9,3,6,15.7,6.4,2.4,4.9,50,0,0,0,1.6,2.2,70,0.8,1.4,2.2,0.9,0.2,0.3,0.2,2,11.9,0,0,-2.9
223,Dell Curry,TOR,38,56,31,25,15.8,6.4,2.5,6.2,40.6,0.8,2.3,34.4,0.6,0.7,89.2,0.4,1,1.4,1.1,0.7,0.4,0.1,0.9,10.6,0,0,0.3
223,Jarron Collins,UTA,23,70,40,30,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.8,0.4,0.3,3.3,14.1,1,0,0.6
225,Chris Gatling,MIA,34,54,19,35,15,6.4,2.4,5.4,44.7,0,0.1,12.5,1.5,2.2,70.1,1.3,2.5,3.8,0.5,1.1,0.3,0.2,2,12.1,0,0,-1
226,Eric Williams,BOS,29,74,46,28,23.6,6.4,1.9,5.2,37.4,0.3,1.2,27.9,2.2,3,73.1,0.8,2.2,3,1.5,1.3,1,0.1,2.4,14.3,0,0,2.2
227,Scot Pollard,SAC,27,80,59,21,23.5,6.4,2.5,4.5,55,0,0,0,1.4,2.1,69.3,2.4,4.7,7.1,0.7,0.9,0.9,1,2.5,20.5,7,0,3.8
228,Tyrone Nesby,WAS,26,70,30,40,21.4,6.3,2.6,6,43.6,0.2,0.7,27.7,0.9,1.3,68.8,1.5,3,4.5,1.3,0.7,0.9,0.3,2.3,16.6,4,0,-0.3
229,Grant Long,MEM,36,66,18,48,28.3,6.3,2.5,5.8,42.6,0,0.3,17.6,1.3,1.9,69.9,0.5,3,3.5,2.1,1.6,1,0.2,1.9,15.5,0,0,-5.8
230,Calvin Booth,SEA,26,15,6,9,18.5,6.2,2.3,5.5,42.7,0,0,0,1.5,1.6,95.8,1.3,2.3,3.6,1.1,1.1,0.4,0.9,3.1,14.9,0,0,-2.8
231,Tyson Chandler,CHI,19,71,19,52,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,1.4,0.4,1.3,2.5,16.8,7,0,-3
232,Kevin Willis,HOU,39,52,16,36,16.7,6.1,2.4,5.5,44,0,0,0,1.3,1.7,74.7,2,3.7,5.8,0.3,0.8,0.5,0.4,1.9,15.3,6,0,-2.3
233,Shawn Kemp,POR,32,75,44,31,16.5,6.1,2.3,5.4,43,0,0.1,0,1.4,1.7,79.4,1.2,2.6,3.8,0.7,1.1,0.6,0.4,2.5,13.7,6,0,-0.2
234,Patrick Ewing,ORL,39,65,35,30,13.8,6,2.3,5.1,44.4,0,0,0,1.4,2.1,70.1,0.9,3.1,4,0.5,1,0.3,0.7,2,13.8,2,0,-0.3
234,Zendon Hamilton,DEN,27,54,17,37,15.7,6,1.9,4.5,42,0,0,0,2.2,3.4,65.2,2,2.6,4.7,0.3,1.1,0.4,0.3,1.9,13.1,5,0,-4.1
236,Oscar Torres,HOU,25,65,20,45,16.6,6,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.8,0.4,0.1,1,10,0,0,-2.5
237,Troy Murphy,GSW,22,82,21,61,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,1,0.4,0.3,2.6,12.9,3,0,-2.4
238,Rusty LaRue,UTA,28,33,19,14,16.4,5.8,2.2,5.6,39.5,0.5,1.5,34,0.9,1.1,85.7,0.3,1.2,1.5,2.2,1.3,0.5,0.2,1.8,11.7,1,0,-2.1
239,Lindsey Hunter,LAL,31,82,58,24,19.7,5.8,2.3,6,38.2,1,2.5,38,0.2,0.5,50,0.2,1.3,1.5,1.6,0.7,0.8,0.2,1.5,12.3,0,0,1.8
240,Greg Buckner,DAL,25,44,30,14,20.1,5.8,2.4,4.5,52.5,0.1,0.4,31.3,0.9,1.3,69,1.5,2.4,3.9,1.1,0.6,0.7,0.4,2.8,14.9,1,0,0.1
241,Donnell Harvey,DEN,21,47,25,22,18,5.7,2.3,4.6,49.8,0,0,0,1.1,1.9,60,1.7,3.1,4.8,0.8,0.7,0.4,0.5,2.4,14.9,1,0,-0.2
242,Kendall Gill,MIA,34,65,34,31,21.8,5.7,2.5,6.5,38.4,0.1,0.7,13.6,0.6,1,67.7,0.4,2.4,2.8,1.5,0.8,0.7,0.1,2.2,13,0,0,-1.5
243,Kevin Ollie,IND,29,81,28,53,21.3,5.7,1.7,4.4,38.8,0,0,50,2.3,2.8,82.4,0.3,2,2.3,3.6,1.3,0.8,0,1.2,14.9,1,0,-2.1
244,Jeff Foster,IND,25,82,42,40,21.8,5.7,2.2,4.8,44.9,0,0.2,13.3,1.4,2.2,61,2.5,4.3,6.8,0.9,1,0.9,0.5,2.8,18.1,8,0,-0.5
245,Tracy Murray,TOR,30,40,18,22,11.8,5.7,2.1,5.2,41.1,1,2.6,38.5,0.4,0.5,81,0.5,0.9,1.3,0.5,0.6,0.3,0.2,1,8.8,0,0,-1.3
246,Tariq Abdul-Wahad,DAL,27,24,12,12,18.4,5.6,2.3,6.1,37.4,0,0.1,50,1,1.4,72.7,1.7,1.8,3.5,1,1.1,0.8,0.4,2.3,14,0,0,-2.2
247,Wang Zhi-zhi,DAL,24,55,38,17,10.8,5.6,2,4.5,44,0.9,2.1,41.4,0.8,1,73.7,0.3,1.7,2,0.4,0.5,0.2,0.3,1.5,9.7,0,0,1.3
248,Terry Porter,SAS,39,72,52,20,17.9,5.5,1.9,4.5,42.4,0.8,2,41.5,0.9,1.2,81.9,0.2,2.1,2.3,2.8,1.2,0.6,0.2,1.2,13.9,0,0,5.1
249,Tony Massenburg,MEM,34,73,18,55,17.1,5.5,2.2,4.8,45.6,0,0,100,1.2,1.6,71.8,1.4,3.1,4.4,0.4,0.9,0.4,0.4,2.4,13,3,0,-4.3
250,Elliot Perry,MEM,33,2,0,2,23.8,5.5,2.5,5,50,0,0,0,0.5,1,50,0,2,2,3.5,3.5,1.5,0,3,14.2,0,0,-18
250,Alan Henderson,ATL,29,26,14,12,16.2,5.5,2.3,4.5,50.9,0,0,100,0.9,1.7,53.3,1.2,2.5,3.7,0.4,0.8,0.4,0.6,1.5,12.8,1,0,1.2
252,A.J. Guyton,CHI,24,45,10,35,13.4,5.4,2,5.4,36.1,1,2.7,37.4,0.5,0.6,81.5,0.3,0.7,1,1.8,0.8,0.2,0.2,0.5,9.6,0,0,-1
253,Jahidi White,WAS,26,71,33,38,19,5.4,2.1,3.9,53.8,0,0,0,1.2,2.2,53.9,2.2,4,6.3,0.2,0.9,0.4,1.1,2.3,16.6,6,0,-1.3
254,Jerome James,SEA,26,56,30,26,17,5.3,2.4,4.9,49.1,0,0,0,0.5,1.1,50,1.6,2.6,4.1,0.4,1.3,0.4,1.5,3.1,15.6,1,0,3.2
255,Kenny Satterfield,DEN,21,36,11,25,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,1.5,0.9,0,1.2,12.7,1,0,-1.6
256,Will Solomon,MEM,23,62,15,47,14.2,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,1,0.6,0.1,1.2,9.8,0,0,-1.7
257,Charlie Ward,NYK,31,63,19,44,16.8,5.2,1.8,4.8,37.3,0.8,2.6,32.3,0.7,0.9,81,0.2,1.8,2,3.2,1.2,1.1,0.2,1.6,15.1,1,0,-0.4
258,Mengke Bateer,DEN,26,27,9,18,15.1,5.1,2,4.9,40.2,0.1,0.4,33.3,1.1,1.4,78.4,1.2,2.4,3.6,0.8,1.2,0.4,0.2,3.5,11.1,0,0,-2
259,Brendan Haywood,WAS,22,62,32,30,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.8,0.3,1.5,2.5,16.6,2,0,-0.9
260,Damon Jones,DET,25,67,42,25,16.2,5.1,1.7,4.2,40.1,1,2.8,37.1,0.6,0.9,72.9,0.2,1.3,1.5,2.1,0.9,0.3,0,1.2,10.2,0,0,1.4
261,Eddie Gill,MEM,23,23,6,17,16.6,5,1.7,4,42.4,0.3,1,31.8,1.3,1.7,79.5,0.3,0.9,1.2,2.1,1.5,0.5,0.1,1.7,10,0,0,-5.6
262,John Wallace,PHX,28,46,19,27,10.5,5,2,4.7,43.5,0.1,0.3,38.5,0.9,1,87,0.6,1.3,1.8,0.6,0.6,0.2,0.2,1.3,8.9,0,0,-1.4
