,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1658,32.0,82.0,50.0,32.0,24.3,9.0,3.1,6.4,48.8,1.5,3.1,46.9,1.3,1.4,93.1,0.5,2.3,2.9,3.3,1.4,1.1,0.2,1.6,20.3,1.0,0.0,1.9
1659,22.0,72.0,27.0,45.0,23.9,8.4,3.0,7.5,39.6,1.2,3.4,36.0,1.2,1.5,81.0,0.8,2.6,3.4,1.1,1.4,0.9,0.8,2.3,17.7,2.0,0.0,-1.3
1660,30.0,40.0,18.0,22.0,11.8,5.7,2.1,5.2,41.1,1.0,2.6,38.5,0.4,0.5,81.0,0.5,0.9,1.3,0.5,0.6,0.3,0.2,1.0,8.8,0.0,0.0,-1.3
1661,27.0,3.0,3.0,0.0,4.0,1.7,0.3,0.7,50.0,0.0,0.0,0.0,1.0,1.3,75.0,0.0,0.7,0.7,0.7,0.0,0.7,0.0,0.0,5.5,0.0,0.0,-0.7
1662,36.0,65.0,28.0,37.0,18.2,4.6,1.5,4.4,34.3,1.2,3.6,33.6,0.4,0.6,59.0,0.4,2.3,2.7,1.4,0.5,0.7,0.2,1.6,12.3,0.0,0.0,1.0
1663,24.0,64.0,23.0,41.0,19.2,8.0,3.3,8.2,39.9,0.8,2.5,34.4,0.7,0.8,85.7,0.3,1.5,1.7,1.9,1.3,0.7,0.1,1.5,14.0,0.0,0.0,-0.8
1664,30.0,68.0,36.0,32.0,18.9,7.1,2.9,5.3,54.7,0.0,0.1,0.0,1.3,2.0,65.7,1.2,2.3,3.5,1.4,1.3,0.7,0.3,2.0,15.0,3.0,0.0,-1.8
1665,34.0,47.0,15.0,32.0,14.8,3.2,1.2,3.1,38.4,0.1,0.4,20.0,0.7,0.8,89.2,0.3,0.9,1.2,2.3,0.7,0.3,0.1,1.3,8.4,0.0,0.0,-4.0
1666,34.0,60.0,16.0,44.0,25.2,7.9,3.1,7.9,38.5,0.8,2.7,29.4,1.0,1.5,65.9,0.4,1.8,2.2,4.7,1.6,1.3,0.1,1.9,20.1,1.0,0.0,-4.6
1667,22.0,68.0,19.0,49.0,26.5,11.8,4.3,9.0,48.0,0.0,0.0,0.0,3.2,4.5,71.1,2.4,4.0,6.3,0.7,1.8,0.8,1.7,2.6,26.0,10.0,0.0,-4.5
1668,31.0,56.0,42.0,14.0,12.9,4.7,2.1,4.4,46.9,0.0,0.1,0.0,0.6,1.0,60.7,1.4,2.2,3.5,0.6,0.6,0.2,0.3,1.2,10.8,1.0,0.0,1.1
1669,23.0,23.0,6.0,17.0,16.6,5.0,1.7,4.0,42.4,0.3,1.0,31.8,1.3,1.7,79.5,0.3,0.9,1.2,2.1,1.5,0.5,0.1,1.7,10.0,0.0,0.0,-5.6
1670,24.0,55.0,38.0,17.0,10.8,5.6,2.0,4.5,44.0,0.9,2.1,41.4,0.8,1.0,73.7,0.3,1.7,2.0,0.4,0.5,0.2,0.3,1.5,9.7,0.0,0.0,1.3
1671,26.0,81.0,43.0,38.0,22.9,11.7,4.4,10.1,43.4,0.8,2.3,35.3,2.2,2.5,87.6,0.4,1.4,1.8,3.1,2.0,0.7,0.1,1.5,18.9,0.0,0.0,-0.4
1672,27.0,75.0,26.0,49.0,25.6,6.6,2.5,4.3,58.3,0.0,0.0,0.0,1.5,2.6,58.2,2.3,4.7,7.0,0.4,0.7,0.5,1.3,2.8,20.2,11.0,0.0,-2.0
1673,33.0,77.0,42.0,35.0,17.1,4.7,1.8,4.3,42.9,0.0,0.0,0.0,1.0,1.3,76.2,0.8,2.2,2.9,1.3,0.7,0.7,0.2,1.5,12.1,0.0,0.0,1.4
1674,34.0,69.0,34.0,35.0,22.9,4.1,1.4,4.3,32.8,0.5,1.7,27.5,0.8,1.0,81.7,0.3,2.0,2.2,5.1,1.8,0.8,0.1,2.6,15.3,0.0,0.0,-0.4
1675,23.0,81.0,28.0,53.0,26.5,8.3,3.5,7.9,44.8,0.6,2.1,31.0,0.6,0.8,66.2,1.5,4.5,6.0,1.4,1.0,0.9,0.6,2.3,21.2,10.0,0.0,-1.4
1676,22.0,23.0,5.0,18.0,20.9,9.3,3.9,8.1,47.6,1.1,2.5,44.8,0.4,0.6,76.9,0.2,1.3,1.5,2.4,1.4,0.8,0.2,0.8,16.3,0.0,0.0,-5.7
1677,31.0,8.0,2.0,6.0,5.9,2.6,0.9,1.9,46.7,0.0,0.0,0.0,0.9,1.3,70.0,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.4,4.8,0.0,0.0,-0.6
1678,33.0,72.0,39.0,33.0,19.9,3.6,1.6,3.5,45.8,0.0,0.0,0.0,0.4,0.6,64.4,2.1,3.0,5.1,0.6,0.7,0.7,0.4,2.4,13.1,2.0,0.0,-1.7
1679,29.0,42.0,30.0,12.0,5.5,1.5,0.7,2.0,36.1,0.0,0.0,0.0,0.1,0.2,37.5,0.6,0.8,1.4,0.2,0.3,0.2,0.2,0.8,4.3,0.0,0.0,-1.6
1680,31.0,22.0,9.0,13.0,7.7,2.7,1.1,2.0,55.8,0.0,0.3,16.7,0.5,0.9,52.6,0.6,1.1,1.7,0.1,0.2,0.2,0.3,0.8,6.2,0.0,0.0,-1.3
1681,24.0,82.0,44.0,38.0,18.9,8.5,2.8,5.0,55.0,0.0,0.0,0.0,3.0,4.1,73.0,1.9,3.8,5.6,0.4,1.4,0.3,1.0,2.5,18.5,8.0,0.0,1.4
1682,23.0,70.0,50.0,20.0,10.4,4.7,2.1,4.3,47.7,0.0,0.1,0.0,0.6,0.9,68.3,1.2,1.0,2.3,0.6,0.6,0.4,0.2,1.7,9.5,0.0,0.0,1.2
1683,22.0,82.0,29.0,53.0,23.9,11.7,4.6,9.5,48.1,0.1,0.4,31.4,2.4,3.0,79.0,0.8,2.2,3.0,2.2,1.8,0.8,0.3,1.8,20.1,0.0,0.0,-1.9
1684,31.0,46.0,16.0,30.0,14.3,4.5,2.0,4.4,44.6,0.0,0.1,25.0,0.5,1.0,56.8,0.9,2.0,2.8,0.4,0.6,0.4,0.3,1.0,10.3,2.0,0.0,-1.9
1685,24.0,21.0,16.0,5.0,5.0,1.2,0.6,1.0,57.1,0.0,0.0,0.0,0.1,0.4,25.0,0.4,0.8,1.2,0.3,0.4,0.0,0.2,0.7,3.5,0.0,0.0,-1.8
1686,26.0,82.0,50.0,32.0,27.1,8.4,4.0,8.0,49.3,0.0,0.0,0.0,0.5,0.9,54.9,2.4,4.1,6.5,0.9,1.1,0.5,1.3,3.2,22.1,12.0,0.0,3.2
1687,23.0,67.0,29.0,38.0,23.6,7.3,2.8,6.0,47.5,0.0,0.0,0.0,1.7,2.4,69.8,1.9,3.6,5.6,0.3,1.2,0.3,1.0,2.9,17.5,6.0,0.0,0.4
1688,29.0,74.0,39.0,35.0,15.0,3.3,1.2,2.7,45.3,0.0,0.0,0.0,0.9,1.8,48.5,1.7,2.5,4.2,0.7,0.7,0.2,1.5,2.1,13.7,2.0,0.0,0.8
1689,34.0,73.0,18.0,55.0,17.1,5.5,2.2,4.8,45.6,0.0,0.0,100.0,1.2,1.6,71.8,1.4,3.1,4.4,0.4,0.9,0.4,0.4,2.4,13.0,3.0,0.0,-4.3
1690,26.0,30.0,15.0,15.0,7.1,2.6,1.0,2.0,47.5,0.0,0.1,50.0,0.7,0.9,76.9,0.7,1.0,1.7,0.4,0.5,0.2,0.3,1.2,6.4,0.0,0.0,0.3
1691,25.0,82.0,33.0,49.0,16.7,4.8,2.1,4.7,44.0,0.0,0.2,7.7,0.7,0.9,75.0,1.0,2.3,3.3,0.6,0.9,0.2,0.2,2.1,10.2,1.0,0.0,-2.0
1692,32.0,21.0,5.0,16.0,14.6,3.6,1.7,4.4,39.1,0.0,0.1,0.0,0.2,0.2,100.0,0.5,2.9,3.4,0.6,0.5,0.4,0.2,1.7,10.1,1.0,0.0,-4.4
1693,27.0,12.0,4.0,8.0,5.8,3.0,1.3,2.6,48.4,0.2,0.3,50.0,0.3,0.6,57.1,0.1,0.2,0.3,0.3,0.7,0.5,0.2,0.3,5.1,0.0,0.0,1.8
1694,34.0,1.0,1.0,0.0,5.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,-4.0
1695,26.0,62.0,42.0,20.0,24.2,9.7,4.0,7.5,53.1,0.0,0.0,0.0,1.8,2.6,67.1,2.5,3.6,6.1,1.3,1.1,0.4,1.4,2.9,23.3,8.0,0.0,3.0
1696,26.0,65.0,21.0,44.0,17.0,3.4,1.4,2.5,54.3,0.0,0.0,0.0,0.7,1.2,60.8,1.4,2.9,4.3,0.3,0.6,0.4,0.9,2.0,12.3,2.0,0.0,-0.6
1697,27.0,64.0,39.0,25.0,17.8,7.5,3.0,6.0,50.7,0.0,0.0,0.0,1.4,2.3,63.9,1.6,2.6,4.2,0.9,0.9,0.3,0.4,2.5,15.3,3.0,0.0,-1.0
1698,34.0,18.0,14.0,4.0,5.1,1.2,0.6,1.5,37.0,0.0,0.0,0.0,0.1,0.1,50.0,0.6,1.3,1.8,0.3,0.3,0.1,0.2,0.7,4.6,0.0,0.0,-1.1
1699,22.0,22.0,11.0,11.0,3.9,1.5,0.7,1.8,40.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.6,1.0,0.1,0.2,0.1,0.1,0.7,3.4,0.0,0.0,0.1
1700,35.0,2.0,1.0,1.0,2.6,1.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,-0.5
1701,27.0,79.0,43.0,36.0,24.2,10.8,4.7,9.7,48.3,0.0,0.0,50.0,1.4,1.9,74.7,1.3,2.4,3.7,1.2,1.2,0.7,0.2,2.2,18.6,1.0,0.0,-0.1
1702,29.0,61.0,31.0,30.0,10.4,2.7,1.1,2.4,45.0,0.0,0.0,0.0,0.5,0.8,56.0,1.2,1.5,2.7,0.4,0.6,0.4,0.4,2.1,8.1,0.0,0.0,-0.2
1703,26.0,44.0,27.0,17.0,9.4,2.1,0.7,1.7,42.1,0.0,0.0,0.0,0.7,0.8,81.1,0.6,1.3,1.9,0.2,0.5,0.4,0.4,1.3,6.7,0.0,0.0,-0.8
1704,27.0,24.0,12.0,12.0,18.4,5.6,2.3,6.1,37.4,0.0,0.1,50.0,1.0,1.4,72.7,1.7,1.8,3.5,1.0,1.1,0.8,0.4,2.3,14.0,0.0,0.0,-2.2
1705,28.0,70.0,32.0,38.0,17.2,4.3,1.7,3.0,56.9,0.0,0.1,14.3,0.9,1.8,50.4,1.3,1.6,2.9,1.0,1.2,0.4,0.5,2.5,10.8,0.0,0.0,-0.2
1706,32.0,79.0,37.0,42.0,24.3,7.0,2.8,6.4,43.7,0.1,0.1,36.4,1.3,1.6,81.5,2.9,4.4,7.3,1.6,1.1,0.6,0.2,2.6,19.7,11.0,0.0,0.7
1707,25.0,36.0,16.0,20.0,13.5,4.0,1.8,4.0,44.8,0.1,0.5,16.7,0.4,0.6,65.0,0.3,0.9,1.2,1.0,0.9,0.6,0.3,2.5,8.7,0.0,0.0,-0.7
1708,25.0,82.0,42.0,40.0,21.8,5.7,2.2,4.8,44.9,0.0,0.2,13.3,1.4,2.2,61.0,2.5,4.3,6.8,0.9,1.0,0.9,0.5,2.8,18.1,8.0,0.0,-0.5
1709,38.0,74.0,47.0,27.0,9.8,3.3,1.3,3.1,43.2,0.1,0.5,28.6,0.5,0.7,77.6,0.2,0.9,1.1,0.6,0.4,0.2,0.1,1.1,5.8,0.0,0.0,0.5
1710,25.0,71.0,33.0,38.0,20.6,7.8,3.1,7.3,42.7,0.9,2.0,44.7,0.7,0.9,76.2,0.2,1.5,1.7,3.5,1.4,0.7,0.0,1.7,15.8,0.0,0.0,-0.3
1711,27.0,31.0,22.0,9.0,9.6,2.0,0.7,1.6,42.0,0.0,0.0,0.0,0.6,1.1,60.6,1.1,2.0,3.2,0.3,0.5,0.3,0.3,1.9,7.6,0.0,0.0,0.7
1712,26.0,75.0,26.0,49.0,22.5,4.9,2.0,4.1,47.9,0.0,0.2,8.3,0.9,1.2,75.0,1.8,2.2,4.0,0.7,0.5,1.0,0.5,2.3,14.8,2.0,0.0,0.7
1713,34.0,66.0,36.0,30.0,10.3,1.7,0.7,1.8,37.3,0.3,0.9,35.0,0.0,0.1,50.0,0.4,1.3,1.8,0.5,0.2,0.3,0.1,0.8,5.6,0.0,0.0,-1.5
1714,31.0,3.0,1.0,2.0,7.5,0.3,0.0,3.3,0.0,0.0,0.7,0.0,0.3,0.7,50.0,0.0,0.3,0.3,1.0,0.3,0.7,0.0,1.3,3.9,0.0,0.0,-7.7
1715,36.0,65.0,32.0,33.0,11.9,4.1,1.6,3.3,47.0,0.4,1.0,39.4,0.6,0.6,97.5,0.1,0.8,0.9,1.0,0.4,0.2,0.0,0.8,7.0,0.0,0.0,1.0
1716,28.0,68.0,37.0,31.0,10.5,3.3,1.3,2.8,47.4,0.0,0.0,0.0,0.6,1.0,64.7,1.0,1.6,2.6,0.4,0.8,0.3,0.6,2.6,9.0,0.0,0.0,-0.7
1717,25.0,62.0,44.0,18.0,21.8,6.5,2.4,4.8,50.0,0.0,0.0,0.0,1.6,2.4,67.6,2.4,3.1,5.5,0.6,0.6,0.9,0.5,2.5,17.5,6.0,0.0,5.2
1718,21.0,78.0,41.0,37.0,21.1,7.4,2.5,5.9,43.0,0.6,1.6,36.0,1.8,2.3,77.3,0.8,2.3,3.1,0.8,1.2,0.2,0.6,1.9,13.8,1.0,0.0,-0.5
1719,34.0,81.0,41.0,40.0,20.5,2.6,1.1,2.4,46.1,0.0,0.0,0.0,0.4,0.8,45.5,1.8,4.0,5.8,0.3,0.6,0.5,1.0,2.7,13.7,0.0,0.0,-0.4
1720,25.0,52.0,17.0,35.0,11.2,3.1,1.2,3.3,35.1,0.0,0.1,20.0,0.8,0.9,83.0,0.7,1.4,2.1,0.2,0.2,0.3,0.3,1.2,7.7,0.0,0.0,0.0
1721,26.0,3.0,0.0,3.0,8.1,2.7,1.3,2.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.7,0.7,0.0,0.3,1.3,6.8,0.0,0.0,-2.0
1722,24.0,25.0,6.0,19.0,14.5,4.2,1.6,3.8,43.2,0.0,0.0,0.0,1.0,1.3,75.0,1.2,2.0,3.3,0.4,0.5,0.2,0.2,1.6,9.4,0.0,0.0,-4.0
1723,29.0,81.0,28.0,53.0,21.3,5.7,1.7,4.4,38.8,0.0,0.0,50.0,2.3,2.8,82.4,0.3,2.0,2.3,3.6,1.3,0.8,0.0,1.2,14.9,1.0,0.0,-2.1
1724,24.0,82.0,58.0,24.0,21.5,7.1,2.6,6.4,41.1,0.8,2.2,37.1,1.0,1.5,67.5,1.0,2.7,3.7,1.4,0.8,0.9,0.5,2.3,16.9,0.0,0.0,5.0
1725,26.0,29.0,13.0,16.0,5.1,1.9,0.4,1.3,33.3,0.0,0.0,0.0,1.0,1.4,70.0,0.4,0.8,1.2,0.1,0.3,0.1,0.2,0.6,3.9,0.0,0.0,0.4
1726,33.0,2.0,0.0,2.0,23.8,5.5,2.5,5.0,50.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,2.0,2.0,3.5,3.5,1.5,0.0,3.0,14.2,0.0,0.0,-18.0
1727,27.0,54.0,17.0,37.0,15.7,6.0,1.9,4.5,42.0,0.0,0.0,0.0,2.2,3.4,65.2,2.0,2.6,4.7,0.3,1.1,0.4,0.3,1.9,13.1,5.0,0.0,-4.1
1728,25.0,23.0,17.0,6.0,7.9,3.2,1.1,2.7,41.3,0.0,0.1,0.0,0.9,1.4,65.6,0.3,0.9,1.2,0.5,0.2,0.3,0.3,1.3,6.7,0.0,0.0,0.9
1729,26.0,67.0,31.0,36.0,13.2,4.3,1.7,3.7,47.0,0.0,0.0,50.0,0.7,1.6,48.1,1.5,2.5,4.0,0.2,0.8,0.4,0.7,1.5,11.7,2.0,0.0,-1.2
1730,22.0,28.0,17.0,11.0,9.3,2.5,0.9,3.2,28.9,0.2,1.3,17.1,0.5,0.7,68.4,0.1,0.7,0.9,1.3,0.7,0.3,0.0,0.6,5.6,0.0,0.0,-0.7
1731,24.0,34.0,10.0,24.0,12.7,3.1,1.4,3.7,39.2,0.0,0.1,25.0,0.2,0.3,72.7,0.6,1.3,2.0,0.4,0.3,0.2,0.1,0.7,7.0,0.0,0.0,-4.5
1732,25.0,15.0,5.0,10.0,11.2,1.1,0.5,1.7,26.9,0.0,0.0,0.0,0.1,0.5,25.0,1.5,1.9,3.4,0.3,0.7,0.3,0.5,1.5,7.5,0.0,0.0,-3.0
1733,26.0,32.0,21.0,11.0,9.3,3.2,1.3,3.8,34.2,0.0,0.3,9.1,0.6,0.8,75.0,0.4,1.3,1.8,1.1,0.5,0.3,0.1,0.4,7.7,0.0,0.0,0.8
1734,31.0,5.0,3.0,2.0,9.5,1.8,0.8,2.4,33.3,0.0,0.0,0.0,0.2,0.4,50.0,1.0,0.8,1.8,1.0,0.6,0.2,0.6,1.6,7.3,0.0,0.0,-2.6
1735,35.0,34.0,24.0,10.0,5.3,1.1,0.5,1.6,32.7,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.2,1.7,0.1,0.3,0.2,0.3,0.9,4.5,0.0,0.0,0.1
1736,27.0,34.0,22.0,12.0,10.8,2.8,1.1,2.6,41.1,0.1,0.4,33.3,0.5,0.7,64.0,0.3,0.6,0.9,1.4,0.6,0.9,0.0,0.9,8.1,0.0,0.0,0.7
1737,34.0,9.0,4.0,5.0,16.0,4.3,1.7,4.1,40.5,0.8,2.2,35.0,0.2,0.4,50.0,0.1,1.8,1.9,0.9,0.9,0.6,0.0,1.4,8.7,0.0,0.0,-5.6
1738,29.0,45.0,25.0,20.0,9.5,1.9,0.8,2.0,39.6,0.1,0.6,16.0,0.2,0.5,52.4,0.4,1.2,1.6,0.4,0.3,0.2,0.2,1.0,5.6,0.0,0.0,-1.2
1739,34.0,6.0,1.0,5.0,5.5,0.8,0.3,1.0,33.3,0.0,0.2,0.0,0.2,0.2,100.0,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.7,2.4,0.0,0.0,0.0
1740,24.0,19.0,10.0,9.0,11.9,3.1,1.3,3.6,35.3,0.1,0.4,14.3,0.5,0.5,90.0,0.3,0.7,0.9,1.8,0.6,0.9,0.1,1.5,9.1,0.0,0.0,-0.1
1741,30.0,68.0,20.0,48.0,24.1,7.3,3.3,6.9,48.1,0.0,0.1,0.0,0.7,1.0,68.7,0.8,2.7,3.5,1.6,1.0,0.5,0.3,2.3,15.3,1.0,0.0,-4.8
1742,24.0,23.0,5.0,18.0,7.7,4.0,1.2,3.7,33.3,0.3,1.1,23.1,1.3,1.8,75.6,0.1,0.6,0.7,0.2,0.5,0.3,0.0,0.3,5.5,0.0,0.0,0.9
1743,21.0,67.0,36.0,31.0,16.9,4.9,2.1,5.5,38.5,0.0,0.4,8.0,0.6,0.8,69.8,0.7,1.3,2.0,1.7,1.0,0.4,0.4,1.2,11.2,0.0,0.0,-1.8
1744,30.0,49.0,26.0,23.0,13.4,2.4,1.1,2.7,40.2,0.0,0.0,0.0,0.2,0.6,32.3,0.7,2.1,2.9,0.3,0.5,0.2,0.5,1.9,7.9,1.0,0.0,-2.2
1745,35.0,41.0,24.0,17.0,19.1,2.9,1.3,3.0,42.6,0.1,0.3,41.7,0.2,0.3,71.4,1.2,1.9,3.1,1.1,0.5,1.0,0.1,2.2,11.0,0.0,0.0,-0.4
1746,28.0,56.0,33.0,23.0,12.8,3.8,1.4,3.2,44.4,0.7,1.8,39.4,0.2,0.3,68.4,0.6,1.7,2.3,0.7,0.4,0.3,0.1,1.5,8.6,1.0,0.0,-0.7
1747,34.0,32.0,10.0,22.0,7.8,0.9,0.2,0.8,23.1,0.0,0.0,0.0,0.5,1.0,51.5,0.5,1.1,1.6,0.1,0.4,0.2,0.3,2.3,4.0,0.0,0.0,-0.5
1748,33.0,20.0,15.0,5.0,4.4,1.6,0.5,1.4,33.3,0.2,0.8,26.7,0.5,0.7,69.2,0.2,0.2,0.4,0.5,0.5,0.2,0.1,0.7,2.8,0.0,0.0,-1.9
1749,22.0,67.0,35.0,32.0,21.2,11.4,4.4,9.1,48.3,1.3,3.0,44.4,1.4,1.7,79.1,1.1,2.2,3.3,1.4,0.9,0.6,0.1,1.4,18.8,2.0,0.0,0.7
1750,27.0,58.0,40.0,18.0,23.9,7.2,3.1,6.2,49.9,0.3,0.9,29.6,0.7,0.8,83.7,1.2,2.8,3.9,1.8,0.7,1.3,0.2,2.4,18.4,0.0,0.0,2.6
1751,32.0,41.0,23.0,18.0,19.5,6.9,2.4,5.1,47.1,0.8,1.7,44.9,1.4,1.6,86.4,0.4,1.4,1.8,3.4,1.2,0.5,0.0,1.9,14.5,0.0,0.0,1.1
1752,30.0,59.0,34.0,25.0,8.8,2.1,0.8,1.9,40.2,0.1,0.2,54.5,0.5,0.7,70.7,0.4,0.8,1.2,1.9,0.8,0.4,0.0,0.9,7.0,0.0,0.0,-0.5
1753,25.0,50.0,27.0,23.0,11.9,3.5,1.3,3.8,34.6,0.5,1.4,38.0,0.4,0.6,62.1,0.2,1.2,1.4,2.9,0.8,0.6,0.0,0.8,10.8,1.0,0.0,-1.0
1754,26.0,75.0,40.0,35.0,17.2,6.7,2.5,5.3,47.6,0.7,1.5,43.4,1.0,1.4,73.5,1.5,2.3,3.8,1.1,0.9,0.6,0.2,1.9,14.2,2.0,0.0,0.9
1755,25.0,8.0,3.0,5.0,5.3,2.1,0.8,1.6,46.2,0.4,0.9,42.9,0.3,0.3,100.0,0.3,0.5,0.8,0.3,0.0,0.1,0.0,0.6,3.8,0.0,0.0,1.9
1756,33.0,6.0,2.0,4.0,4.2,1.2,0.3,1.5,22.2,0.0,0.7,0.0,0.5,0.7,75.0,0.0,1.3,1.3,0.2,0.0,0.0,0.0,0.7,3.0,0.0,0.0,-1.8
1757,24.0,10.0,10.0,0.0,9.3,2.6,1.0,1.9,52.6,0.0,0.2,0.0,0.6,0.6,100.0,0.4,0.9,1.3,1.2,0.8,0.7,0.1,1.6,7.6,0.0,0.0,0.2
1758,27.0,42.0,19.0,23.0,30.3,8.0,3.1,6.3,49.8,0.0,0.2,14.3,1.8,2.1,85.2,1.9,3.4,5.3,1.1,1.2,0.9,0.5,2.8,19.0,2.0,0.0,0.1
1759,26.0,59.0,42.0,17.0,11.0,2.8,1.1,2.5,45.2,0.0,0.0,0.0,0.6,0.9,64.8,1.5,1.2,2.7,0.7,0.4,0.3,0.2,1.8,8.3,0.0,0.0,1.2
1760,24.0,59.0,27.0,32.0,15.3,5.0,1.8,3.3,55.4,0.0,0.0,0.0,1.4,1.8,75.2,1.7,2.5,4.2,0.3,0.8,0.2,0.4,2.4,11.5,0.0,0.0,-1.4
1761,34.0,15.0,3.0,12.0,14.7,4.0,1.4,5.1,27.6,0.9,3.2,27.1,0.3,0.6,55.6,0.1,2.1,2.2,0.9,0.9,0.4,0.4,1.1,9.5,0.0,0.0,-4.1
1762,30.0,21.0,7.0,14.0,11.9,3.9,1.8,3.6,49.3,0.0,0.0,0.0,0.4,1.0,40.0,2.5,2.4,4.9,0.4,0.7,0.1,0.3,2.3,10.9,0.0,0.0,-1.3
1763,26.0,9.0,7.0,2.0,5.5,0.6,0.2,1.1,20.0,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.4,0.6,0.6,0.3,0.1,0.2,1.1,2.7,0.0,0.0,-1.0
1764,21.0,36.0,19.0,17.0,6.2,1.5,0.6,1.1,53.7,0.0,0.0,0.0,0.3,0.5,61.1,0.8,1.4,2.2,0.1,0.4,0.1,0.1,1.0,4.4,0.0,0.0,0.4
1765,25.0,9.0,6.0,3.0,4.5,1.3,0.6,1.4,38.5,0.0,0.0,0.0,0.2,0.7,33.3,0.6,0.2,0.8,0.1,0.3,0.0,0.1,0.6,2.4,0.0,0.0,-2.2
1766,24.0,15.0,8.0,7.0,5.0,1.1,0.5,1.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,1.7,0.3,0.5,0.2,0.1,0.8,3.9,0.0,0.0,0.3
1767,37.0,43.0,27.0,16.0,7.6,1.1,0.5,1.2,40.0,0.0,0.0,0.0,0.2,0.3,53.3,0.6,1.2,1.9,0.3,0.3,0.1,0.3,1.0,4.7,0.0,0.0,0.2
1768,21.0,50.0,13.0,37.0,12.7,3.7,1.4,3.6,40.4,0.0,0.0,0.0,0.8,1.4,58.6,1.1,2.1,3.2,0.5,0.9,0.3,0.5,2.2,9.8,0.0,0.0,-2.8
1769,27.0,5.0,1.0,4.0,9.4,4.0,1.2,2.0,60.0,0.0,0.0,0.0,1.6,2.0,80.0,1.2,1.0,2.2,0.0,0.2,0.0,0.4,1.2,7.6,0.0,0.0,-1.0
1770,27.0,11.0,2.0,9.0,8.3,2.0,0.7,2.1,34.8,0.0,0.0,0.0,0.5,1.0,54.5,1.1,1.2,2.3,0.3,0.4,0.4,0.3,2.0,6.7,0.0,0.0,0.3
1771,21.0,47.0,25.0,22.0,18.0,5.7,2.3,4.6,49.8,0.0,0.0,0.0,1.1,1.9,60.0,1.7,3.1,4.8,0.8,0.7,0.4,0.5,2.4,14.9,1.0,0.0,-0.2
1772,37.0,30.0,21.0,9.0,6.7,1.9,0.8,1.8,45.5,0.0,0.0,0.0,0.2,0.3,75.0,0.8,0.6,1.5,0.3,0.2,0.2,0.1,1.3,4.8,0.0,0.0,-0.6
1773,25.0,74.0,37.0,37.0,12.1,3.4,1.4,3.2,42.9,0.2,0.6,27.3,0.5,0.6,75.0,0.4,1.1,1.5,1.0,0.6,0.3,0.1,1.5,7.0,0.0,0.0,-1.6
1774,22.0,71.0,33.0,38.0,15.9,2.7,1.1,2.0,53.5,0.0,0.0,0.0,0.5,1.3,42.2,1.1,2.9,4.0,0.3,0.6,0.3,1.7,2.8,13.1,1.0,0.0,-0.8
1775,27.0,49.0,19.0,30.0,8.8,2.0,0.8,2.3,36.3,0.0,0.0,0.0,0.3,0.4,76.2,1.0,1.1,2.1,0.2,0.6,0.2,0.2,1.9,5.5,0.0,0.0,-1.9
1776,27.0,13.0,7.0,6.0,13.6,3.2,1.2,4.2,27.8,0.1,0.6,12.5,0.8,0.8,90.9,0.7,1.2,1.9,2.0,0.2,0.7,0.2,0.8,10.8,0.0,0.0,3.8
1777,29.0,63.0,37.0,26.0,15.7,4.5,1.9,3.9,49.2,0.0,0.0,0.0,0.7,1.3,52.9,1.7,2.3,4.0,0.7,1.0,0.3,0.4,2.9,11.7,3.0,0.0,-0.4
1778,29.0,3.0,0.0,3.0,9.7,3.3,1.7,2.3,71.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.7,0.0,1.0,6.2,0.0,0.0,-1.3
1779,28.0,82.0,48.0,34.0,42.5,27.6,9.8,23.7,41.4,1.0,3.7,27.7,7.0,9.0,77.4,0.8,3.4,4.2,5.5,3.5,2.7,0.2,1.8,46.1,6.0,0.0,2.2
1780,31.0,67.0,45.0,22.0,37.8,27.5,10.4,18.1,57.4,0.0,0.0,0.0,6.7,10.8,62.2,3.9,7.2,11.1,3.1,2.9,0.6,2.4,3.4,51.3,46.0,0.0,5.4
1781,25.0,79.0,42.0,37.0,39.2,25.9,8.4,20.2,41.6,1.5,4.9,30.2,7.6,9.5,80.2,1.3,6.0,7.3,4.4,3.6,1.8,0.8,2.9,45.3,20.0,1.0,1.6
