37,50,24,6,8,10,6,10,11,21,11,10,1,1,1,0
50,24,42,8,10,11,10,11,7,11,10,-4,1,1,0,0
24,42,25,10,11,7,11,7,7,10,-4,3,1,0,0,1
42,25,33,11,7,7,7,7,10,-4,3,17,0,0,1,0
25,33,30,7,7,9,7,10,6,3,17,-7,0,1,0,1
33,30,30,7,9,7,10,6,6,17,-7,15,1,0,1,1
30,30,29,9,7,12,6,6,5,-7,15,-3,0,1,1,0
30,29,21,7,12,3,6,5,8,15,-3,-3,1,1,0,1
29,21,26,12,3,9,5,8,9,-3,-3,7,1,0,1,0
21,26,17,3,9,7,8,9,9,-3,7,-15,0,1,0,1
26,17,27,9,7,4,9,9,5,7,-15,-5,1,0,1,0
17,27,15,7,4,7,9,5,13,-15,-5,-8,0,1,0,1
27,15,27,4,7,9,5,13,8,-5,-8,-3,1,0,1,1
15,27,41,7,9,13,13,8,4,-8,-3,12,0,1,1,1
27,41,41,9,13,5,8,4,6,-3,12,11,1,1,1,1
41,41,22,13,5,8,4,6,11,12,11,14,1,1,1,1
41,22,38,5,8,5,6,11,7,11,14,33,1,1,1,0
22,38,25,8,5,6,11,7,6,14,33,-5,1,1,0,1
38,25,32,5,6,7,7,6,5,33,-5,7,1,0,1,1
25,32,11,6,7,8,6,5,11,-5,7,32,0,1,1,1
32,11,29,7,8,4,5,11,5,7,32,-1,1,1,1,0
11,29,33,8,4,6,11,5,9,32,-1,0,1,1,0,1
29,33,32,4,6,6,5,9,3,-1,0,22,1,0,1,1
33,32,33,6,6,10,9,3,8,0,22,14,0,1,1,1
32,33,31,6,10,4,3,8,7,22,14,16,1,1,1,1
33,31,27,10,4,9,8,7,5,14,16,13,1,1,1,1
31,27,18,4,9,5,7,5,6,16,13,-4,1,1,1,1
27,18,33,9,5,6,5,6,9,13,-4,8,1,1,1,0
18,33,38,5,6,2,6,9,7,-4,8,-6,1,1,0,0
33,38,30,6,2,6,9,7,10,8,-6,0,1,0,0,1
38,30,30,2,6,11,7,10,10,-6,0,21,0,0,1,0
30,30,28,6,11,14,10,10,7,0,21,2,0,1,0,1
30,28,29,11,14,14,10,7,7,21,2,19,1,0,1,0
28,29,23,14,14,9,7,7,4,2,19,-11,0,1,0,1
29,23,34,14,9,7,7,4,14,19,-11,14,1,0,1,1
23,34,32,9,7,9,4,14,8,-11,14,12,0,1,1,1
34,32,33,7,9,14,14,8,9,14,12,16,1,1,1,1
32,33,23,9,14,15,8,9,11,12,16,6,1,1,1,0
33,23,23,14,15,8,9,11,8,16,6,-9,1,1,0,1
23,23,33,15,8,4,11,8,8,6,-9,-8,1,0,1,1
23,33,33,8,4,7,8,8,4,-9,-8,23,0,1,1,1
33,33,52,4,7,9,8,4,11,-8,23,7,1,1,1,0
33,52,16,7,9,8,4,11,12,23,7,-12,1,1,0,0
52,16,47,9,8,7,11,12,4,7,-12,7,1,0,0,1
16,47,55,8,7,5,12,4,9,-12,7,13,0,0,1,1
47,55,26,7,5,6,4,9,11,7,13,4,0,1,1,1
55,26,42,5,6,8,9,11,4,13,4,8,1,1,1,0
26,42,21,6,8,6,11,4,5,4,8,-1,1,1,0,1
42,21,14,8,6,10,4,5,12,8,-1,11,1,0,1,1
21,14,32,6,10,13,5,12,11,-1,11,7,0,1,1,1
14,32,34,10,13,10,12,11,13,11,7,7,1,1,1,1
32,34,51,13,10,4,11,13,9,7,7,6,1,1,1,1
34,51,19,10,4,8,13,9,10,7,6,-1,1,1,1,1
51,19,43,4,8,12,9,10,8,6,-1,5,1,1,1,1
19,43,26,8,12,11,10,8,10,-1,5,-1,1,1,1,1
43,26,22,12,11,7,8,10,5,5,-1,10,1,1,1,1
26,22,30,11,7,11,10,5,8,-1,10,14,1,1,1,1
22,30,22,7,11,8,5,8,11,10,14,19,1,1,1,1
30,22,25,11,8,12,8,11,3,14,19,10,1,1,1,0
22,25,31,8,12,9,11,3,6,19,10,-13,1,1,0,1
25,31,37,12,9,5,3,6,5,10,-13,8,1,0,1,0
31,37,38,9,5,4,6,5,8,-13,8,0,0,1,0,0
37,38,23,5,4,11,5,8,12,8,0,2,1,0,0,1
38,23,36,4,11,8,8,12,4,0,2,7,0,0,1,1
23,36,34,11,8,4,12,4,7,2,7,6,0,1,1,1
36,34,31,8,4,5,4,7,12,7,6,8,1,1,1,1
34,31,32,4,5,7,7,12,9,6,8,11,1,1,1,1
31,32,34,5,7,8,12,9,7,8,11,12,1,1,1,0
32,34,43,7,8,13,9,7,6,11,12,6,1,1,0,0
34,43,27,8,13,6,7,6,7,12,6,-13,1,0,0,1
43,27,44,13,6,7,6,7,6,6,-13,13,0,0,1,1
27,44,23,6,7,6,7,6,7,-13,13,7,0,1,1,1
44,23,36,7,6,6,6,7,7,13,7,10,1,1,1,1
23,36,26,6,6,10,7,7,8,7,10,3,1,1,1,0
36,26,25,6,10,3,7,8,6,10,3,-5,1,1,0,1
26,25,29,10,3,6,8,6,4,3,-5,26,1,0,1,1
25,29,34,3,6,16,6,4,10,-5,26,26,0,1,1,1
29,34,26,6,16,4,4,10,9,26,26,8,1,1,1,1
34,26,14,16,4,8,10,9,10,26,8,6,1,1,1,1
26,14,48,4,8,10,9,10,6,8,6,7,1,1,1,0
14,48,29,8,10,7,10,6,6,6,7,-2,1,1,0,0
48,29,35,10,7,6,6,6,7,7,-2,6,1,0,0,1
29,35,41,7,6,10,6,7,8,-2,6,16,0,0,1,1
35,41,37,6,10,8,7,8,11,6,16,12,0,1,1,0
41,37,36,10,8,9,8,11,6,16,12,7,1,1,0,1
37,36,32,8,9,4,11,6,4,12,7,-1,1,0,1,1
36,32,28,9,4,9,6,4,11,7,-1,12,0,1,1,1
32,28,37,4,9,5,4,11,9,-1,12,5,1,1,1,1
28,37,37,9,5,9,11,9,12,12,5,-1,1,1,1,1
37,37,32,5,9,9,9,12,4,5,-1,1,1,1,1,1
37,32,32,9,9,3,12,4,11,-1,1,15,1,1,1,1
32,32,36,9,3,7,4,11,8,1,15,20,1,1,1,1
32,36,47,3,7,8,11,8,8,15,20,4,1,1,1,1
36,47,32,7,8,3,8,8,11,20,4,-2,1,1,1,1
47,32,32,8,3,8,8,11,13,4,-2,16,1,1,1,0
32,32,43,3,8,13,11,13,15,-2,16,-5,1,1,0,0
32,43,33,8,13,9,13,15,6,16,-5,-9,1,0,0,1
43,33,20,13,9,5,15,6,13,-5,-9,17,0,0,1,1
33,20,36,9,5,6,6,13,9,-9,17,8,0,1,1,1
20,36,26,5,6,7,13,9,14,17,8,18,1,1,1,1
36,26,40,6,7,13,9,14,6,8,18,12,1,1,1,1
26,40,23,7,13,6,14,6,10,18,12,2,1,1,1,1
40,23,30,13,6,8,6,10,7,12,2,3,1,1,1,1
23,30,29,6,8,12,10,7,12,2,3,13,1,1,1,1
30,29,32,8,12,9,7,12,9,3,13,14,1,1,1,1
29,32,38,12,9,6,12,9,9,13,14,9,1,1,1,0
32,38,27,9,6,5,9,9,10,14,9,-5,1,1,0,1
38,27,34,6,5,7,9,10,8,9,-5,8,1,0,1,1
27,34,23,5,7,9,10,8,7,-5,8,10,0,1,1,1
34,23,27,7,9,13,8,7,6,8,10,11,1,1,1,0
23,27,42,9,13,7,7,6,9,10,11,-1,1,1,0,0
27,42,31,13,7,4,6,9,3,11,-1,1,1,0,0,0
42,31,31,7,4,4,9,3,3,-1,1,1,0,0,0,0
31,31,20,4,4,7,3,3,10,1,1,-6,0,0,0,0
31,20,20,4,7,7,3,10,10,1,-6,-6,0,0,0,0
20,20,20,7,7,11,10,10,14,-6,-6,4,0,0,0,0
20,20,20,7,11,11,10,14,14,-6,4,4,0,0,0,0
20,20,35,11,11,10,14,14,9,4,4,0,0,0,0,0
20,35,35,11,10,10,14,9,9,4,0,0,0,0,0,1
35,35,23,10,10,2,9,9,11,0,0,11,0,0,1,1
35,23,23,10,2,2,9,11,11,0,11,11,0,1,1,1
23,23,32,2,2,2,11,11,5,11,11,4,1,1,1,1
23,32,32,2,2,2,11,5,5,11,4,4,1,1,1,0
32,32,29,2,2,3,5,5,11,4,4,-1,1,1,0,0
32,29,29,2,3,3,5,11,11,4,-1,-1,1,0,0,0
29,29,25,3,3,5,11,11,6,-1,-1,-1,0,0,0,0
29,25,25,3,5,5,11,6,6,-1,-1,-1,0,0,0,0
25,25,25,5,5,6,6,6,4,-1,-1,-15,0,0,0,0
25,25,25,5,6,6,6,4,4,-1,-15,-15,0,0,0,1
25,25,20,6,6,8,4,4,6,-15,-15,11,0,0,1,1
25,20,20,6,8,8,4,6,6,-15,11,11,0,1,1,1
20,20,30,8,8,6,6,6,5,11,11,3,1,1,1,1
20,30,30,8,6,6,6,5,5,11,3,3,1,1,1,1
30,30,17,6,6,6,5,5,6,3,3,17,1,1,1,1
30,17,17,6,6,6,5,6,6,3,17,17,1,1,1,1
17,17,33,6,6,7,6,6,9,17,17,0,1,1,1,1
17,33,33,6,7,7,6,9,9,17,0,0,1,1,1,1
33,33,20,7,7,4,9,9,7,0,0,11,1,1,1,1
33,20,20,7,4,4,9,7,7,0,11,11,1,1,1,1
20,20,21,4,4,13,7,7,5,11,11,0,1,1,1,1
20,21,21,4,13,13,7,5,5,11,0,0,1,1,1,1
21,21,32,13,13,11,5,5,10,0,0,31,1,1,1,1
21,32,32,13,11,11,5,10,10,0,31,31,1,1,1,1
32,32,32,11,11,7,10,10,6,31,31,6,1,1,1,1
32,32,32,11,7,7,10,6,6,31,6,6,1,1,1,1
32,32,18,7,7,10,6,6,8,6,6,16,1,1,1,1
32,18,18,7,10,10,6,8,8,6,16,16,1,1,1,1
18,18,20,10,10,6,8,8,9,16,16,16,1,1,1,1
18,20,20,10,6,6,8,9,9,16,16,16,1,1,1,1
20,20,25,6,6,7,9,9,10,16,16,6,1,1,1,1
20,25,25,6,7,7,9,10,10,16,6,6,1,1,1,1
25,25,26,7,7,10,10,10,5,6,6,7,1,1,1,1
25,26,26,7,10,10,10,5,5,6,7,7,1,1,1,1
26,26,44,10,10,13,5,5,6,7,7,5,1,1,1,1
26,44,44,10,13,13,5,6,6,7,5,5,1,1,1,0
44,44,27,13,13,8,6,6,6,5,5,-3,1,1,0,0
44,27,27,13,8,8,6,6,6,5,-3,-3,1,0,0,0
27,27,34,8,8,10,6,6,7,-3,-3,-5,0,0,0,0
27,34,34,8,10,10,6,7,7,-3,-5,-5,0,0,0,0
34,34,24,10,10,11,7,7,5,-5,-5,5,0,0,0,0
34,24,24,10,11,11,7,5,5,-5,5,5,0,0,0,1
24,24,39,11,11,8,5,5,9,5,5,4,0,0,1,1
24,39,39,11,8,8,5,9,9,5,4,4,0,1,1,1
39,39,23,8,8,4,9,9,13,4,4,6,1,1,1,1
39,23,23,8,4,4,9,13,13,4,6,6,1,1,1,1
23,23,51,4,4,11,13,13,8,6,6,2,1,1,1,1
23,51,51,4,11,11,13,8,8,6,2,2,1,1,1,1
51,51,41,11,11,13,8,8,8,2,2,18,1,1,1,1
51,41,41,11,13,13,8,8,8,2,18,18,1,1,1,0
41,41,22,13,13,7,8,8,7,18,18,1,1,1,0,0
41,22,22,13,7,7,8,7,7,18,1,1,1,0,0,1
22,22,27,7,7,6,7,7,5,1,1,9,0,0,1,1
22,27,27,7,6,6,7,5,5,1,9,9,0,1,1,0
27,27,29,6,6,10,5,5,5,9,9,3,1,1,0,0
27,29,29,6,10,10,5,5,5,9,3,3,1,0,0,1
29,29,25,10,10,9,5,5,7,3,3,-3,0,0,1,1
29,25,25,10,9,9,5,7,7,3,-3,-3,0,1,1,0
25,25,27,9,9,7,7,7,5,-3,-3,-3,1,1,0,0
25,27,27,9,7,7,7,5,5,-3,-3,-3,1,0,0,0
27,27,29,7,7,6,5,5,4,-3,-3,0,0,0,0,0
27,29,29,7,6,6,5,4,4,-3,0,0,0,0,0,0
29,29,26,6,6,8,4,4,6,0,0,-4,0,0,0,0
29,26,26,6,8,8,4,6,6,0,-4,-4,0,0,0,0
26,26,31,8,8,11,6,6,8,-4,-4,-2,0,0,0,0
26,31,31,8,11,11,6,8,8,-4,-2,-2,0,0,0,1
31,31,19,11,11,8,8,8,9,-2,-2,8,0,0,1,1
31,19,19,11,8,8,8,9,9,-2,8,8,0,1,1,1
19,19,21,8,8,6,9,9,8,8,8,22,1,1,1,1
19,21,21,8,6,6,9,8,8,8,22,22,1,1,1,0
21,21,19,6,6,8,8,8,3,22,22,-6,1,1,0,0
21,19,19,6,8,8,8,3,3,22,-6,-6,1,0,0,1
19,19,33,8,8,6,3,3,2,-6,-6,16,0,0,1,1
19,33,33,8,6,6,3,2,2,-6,16,16,0,1,1,1
33,33,19,6,6,8,2,2,7,16,16,6,1,1,1,1
33,19,19,6,8,8,2,7,7,16,6,6,1,1,1,1
19,19,32,8,8,10,7,7,2,6,6,17,1,1,1,1
19,32,32,8,10,10,7,2,2,6,17,17,1,1,1,1
32,32,33,10,10,10,2,2,7,17,17,5,1,1,1,1
32,33,33,10,10,10,2,7,7,17,5,5,1,1,1,0
33,33,27,10,10,10,7,7,12,5,5,-9,1,1,0,0
33,27,27,10,10,10,7,12,12,5,-9,-9,1,0,0,1
27,27,35,10,10,8,12,12,8,-9,-9,20,0,0,1,1
27,35,35,10,8,8,12,8,8,-9,20,20,0,1,1,1
35,35,27,8,8,6,8,8,10,20,20,15,1,1,1,1
35,27,27,8,6,6,8,10,10,20,15,15,1,1,1,1
27,27,31,6,6,11,10,10,7,15,15,13,1,1,1,1
27,31,31,6,11,11,10,7,7,15,13,13,1,1,1,0
31,31,29,11,11,2,7,7,8,13,13,-10,1,1,0,0
31,29,29,11,2,2,7,8,8,13,-10,-10,1,0,0,1
29,29,34,2,2,10,8,8,7,-10,-10,7,0,0,1,1
29,34,34,2,10,10,8,7,7,-10,7,7,0,1,1,1
34,34,37,10,10,10,7,7,6,7,7,27,1,1,1,1
34,37,37,10,10,10,7,6,6,7,27,27,1,1,1,1
37,37,26,10,10,6,6,6,5,27,27,-8,1,1,1,1
37,26,26,10,6,6,6,5,5,27,-8,-8,1,1,1,1
26,26,35,6,6,6,5,5,7,-8,-8,5,1,1,1,1
26,35,35,6,6,6,5,7,7,-8,5,5,1,1,1,1
35,35,34,6,6,8,7,7,10,5,5,14,1,1,1,1
35,34,34,6,8,8,7,10,10,5,14,14,1,1,1,0
34,34,28,8,8,7,10,10,6,14,14,-1,1,1,0,0
34,28,28,8,7,7,10,6,6,14,-1,-1,1,0,0,1
28,28,33,7,7,8,6,6,13,-1,-1,31,0,0,1,1
28,33,33,7,8,8,6,13,13,-1,31,31,0,1,1,1
33,33,32,8,8,7,13,13,9,31,31,7,1,1,1,1
33,32,32,8,7,7,13,9,9,31,7,7,1,1,1,0
32,32,26,7,7,11,9,9,7,7,7,-5,1,1,0,0
32,26,26,7,11,11,9,7,7,7,-5,-5,1,0,0,0
26,26,23,11,11,13,7,7,7,-5,-5,-9,0,0,0,0
26,23,23,11,13,13,7,7,7,-5,-9,-9,0,0,0,0
23,23,35,13,13,5,7,7,6,-9,-9,-16,0,0,0,0
23,35,35,13,5,5,7,6,6,-9,-16,-16,0,0,0,1
35,35,33,5,5,5,6,6,10,-16,-16,19,0,0,1,1
35,33,33,5,5,5,6,10,10,-16,19,19,0,1,1,1
33,33,31,5,5,8,10,10,8,19,19,0,1,1,1,1
33,31,31,5,8,8,10,8,8,19,0,0,1,1,1,1
31,31,28,8,8,9,8,8,5,0,0,9,1,1,1,1
31,28,28,8,9,9,8,5,5,0,9,9,1,1,1,0
28,28,28,9,9,13,5,5,5,9,9,-4,1,1,0,0
28,28,28,9,13,13,5,5,5,9,-4,-4,1,0,0,1
28,28,18,13,13,5,5,5,5,-4,-4,9,0,0,1,1
28,18,18,13,5,5,5,5,5,-4,9,9,0,1,1,1
18,18,32,5,5,6,5,5,7,9,9,6,1,1,1,1
18,32,32,5,6,6,5,7,7,9,6,6,1,1,1,1
32,32,31,6,6,8,7,7,7,6,6,4,1,1,1,1
32,31,31,6,8,8,7,7,7,6,4,4,1,1,1,1
31,31,35,8,8,11,7,7,5,4,4,3,1,1,1,1
31,35,35,8,11,11,7,5,5,4,3,3,1,1,1,0
35,35,40,11,11,8,5,5,5,3,3,-6,1,1,0,0
35,40,40,11,8,8,5,5,5,3,-6,-6,1,0,0,1
40,40,19,8,8,12,5,5,8,-6,-6,19,0,0,1,1
40,19,19,8,12,12,5,8,8,-6,19,19,0,1,1,1
19,19,30,12,12,9,8,8,2,19,19,11,1,1,1,1
19,30,30,12,9,9,8,2,2,19,11,11,1,1,1,1
30,30,24,9,9,5,2,2,6,11,11,5,1,1,1,1
30,24,24,9,5,5,2,6,6,11,5,5,1,1,1,0
24,24,17,5,5,6,6,6,10,5,5,-1,1,1,0,0
24,17,17,5,6,6,6,10,10,5,-1,-1,1,0,0,1
17,17,25,6,6,11,10,10,8,-1,-1,23,0,0,1,1
17,25,25,6,11,11,10,8,8,-1,23,23,0,1,1,1
25,25,20,11,11,9,8,8,8,23,23,12,1,1,1,1
25,20,20,11,9,9,8,8,8,23,12,12,1,1,1,1
20,20,38,9,9,11,8,8,6,12,12,8,1,1,1,1
20,38,38,9,11,11,8,6,6,12,8,8,1,1,1,0
38,38,35,11,11,10,6,6,6,8,8,7,1,1,0,0
38,35,35,11,10,10,6,6,6,8,7,7,1,0,0,0
35,35,25,10,10,13,6,6,7,7,7,-13,0,0,0,0
35,25,25,10,13,13,6,7,7,7,-13,-13,0,0,0,1
25,25,31,13,13,11,7,7,2,-13,-13,7,0,0,1,1
25,31,31,13,11,11,7,2,2,-13,7,7,0,1,1,1
31,31,27,11,11,8,2,2,4,7,7,3,1,1,1,1
31,27,27,11,8,8,2,4,4,7,3,3,1,1,1,0
27,27,19,8,8,11,4,4,8,3,3,0,1,1,0,0
27,19,19,8,11,11,4,8,8,3,0,0,1,0,0,0
19,19,35,11,11,5,8,8,4,0,0,5,0,0,0,0
19,35,35,11,5,5,8,4,4,0,5,5,0,0,0,1
35,35,29,5,5,7,4,4,8,5,5,10,0,0,1,1
35,29,29,5,7,7,4,8,8,5,10,10,0,1,1,1
29,29,14,7,7,12,8,8,7,10,10,13,1,1,1,1
29,14,14,7,12,12,8,7,7,10,13,13,1,1,1,1
14,14,20,12,12,8,7,7,6,13,13,15,1,1,1,1
14,20,20,12,8,8,7,6,6,13,15,15,1,1,1,1
20,20,17,8,8,6,6,6,10,15,15,8,1,1,1,1
20,17,17,8,6,6,6,10,10,15,8,8,1,1,1,0
17,17,17,6,6,3,10,10,7,8,8,-10,1,1,0,0
17,17,17,6,3,3,10,7,7,8,-10,-10,1,0,0,0
17,17,24,3,3,9,7,7,2,-10,-10,-14,0,0,0,0
17,24,24,3,9,9,7,2,2,-10,-14,-14,0,0,0,1
24,24,19,9,9,9,2,2,5,-14,-14,9,0,0,1,1
24,19,19,9,9,9,2,5,5,-14,9,9,0,1,1,1
19,19,26,9,9,4,5,5,9,9,9,9,1,1,1,1
19,26,26,9,4,4,5,9,9,9,9,9,1,1,1,0
26,26,23,4,4,4,9,9,0,9,9,-30,1,1,0,0
26,23,23,4,4,4,9,0,0,9,-30,-30,1,0,0,1
23,23,41,4,4,6,0,0,4,-30,-30,12,0,0,1,1
23,41,41,4,6,6,0,4,4,-30,12,12,0,1,1,1
41,41,34,6,6,7,4,4,10,12,12,20,1,1,1,1
41,34,34,6,7,7,4,10,10,12,20,20,1,1,1,0
34,34,21,7,7,6,10,10,6,20,20,-6,1,1,0,0
34,21,21,7,6,6,10,6,6,20,-6,-6,1,0,0,0
21,21,36,6,6,7,6,6,7,-6,-6,-6,0,0,0,0
21,36,36,6,7,7,6,7,7,-6,-6,-6,0,0,0,0
36,36,30,7,7,6,7,7,5,-6,-6,-1,0,0,0,0
36,30,30,7,6,6,7,5,5,-6,-1,-1,0,0,0,1
30,30,29,6,6,10,5,5,3,-1,-1,18,0,0,1,1
30,29,29,6,10,10,5,3,3,-1,18,18,0,1,1,1
29,29,37,10,10,6,3,3,7,18,18,-4,1,1,1,1
29,37,37,10,6,6,3,7,7,18,-4,-4,1,1,1,1
37,37,27,6,6,11,7,7,6,-4,-4,11,1,1,1,1
37,27,27,6,11,11,7,6,6,-4,11,11,1,1,1,1
27,27,32,11,11,8,6,6,5,11,11,12,1,1,1,1
